HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,SOFTWARE,LANGUAGE,Defective
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
0.0,0.0,0.0,0.0,4,0.0,0.0,8.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,10,3,0
13.86,22.5,7014.99,0.1,68,0.04,389.72,311.78,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
18.49,2.4,106.51,0.01,14,0.42,5.92,44.38,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
8.45,0.75,4.75,0.0,4,1.33,0.26,6.34,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,10,3,0
9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
0.0,0.0,0.0,0.0,4,0.0,0.0,8.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,10,3,0
7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,10,3,0
7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,10,3,0
7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,10,3,0
7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,10,3,0
7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,10,3,0
7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,10,3,0
7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,10,3,0
10.57,3.0,95.1,0.01,10,0.33,5.28,31.7,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
13.29,4.5,269.08,0.02,18,0.22,14.95,59.79,10,3,0
16.58,4.8,381.92,0.03,23,0.21,21.22,79.57,10,3,0
6.95,27.62,5307.06,0.06,47,0.04,294.84,192.11,10,3,0
16.92,3.5,207.22,0.02,16,0.29,11.51,59.21,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
14.41,13.0,2434.85,0.06,42,0.08,135.27,187.3,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
11.63,2.0,46.53,0.01,9,0.5,2.58,23.26,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,10,3,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,10,3,0
10.04,5.0,250.95,0.02,14,0.2,13.94,50.19,10,3,0
9.32,6.75,424.63,0.02,17,0.15,23.59,62.91,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
240.8,16.63,66624.85,1.34,583,0.06,3701.38,4005.42,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,10,3,0
13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
10.85,17.0,3136.11,0.06,42,0.06,174.23,184.48,10,3,0
12.57,13.13,2165.61,0.05,37,0.08,120.31,165.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
34.09,9.88,3329.22,0.11,68,0.1,184.96,336.89,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,10,3,0
13.18,5.25,363.24,0.02,20,0.19,20.18,69.19,10,3,0
12.09,6.3,479.73,0.03,20,0.16,26.65,76.15,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
13.88,4.0,222.03,0.02,15,0.25,12.33,55.51,10,3,0
11.3,6.13,423.78,0.02,20,0.16,23.54,69.19,10,3,0
0.0,0.0,0.0,0.0,4,0.0,0.0,8.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.01,6,0.0,0.0,15.51,10,3,0
0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,10,3,0
13.86,22.5,7014.99,0.1,68,0.04,389.72,311.78,10,3,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,10,3,0
16.05,3.75,225.86,0.02,19,0.27,12.55,60.23,10,3,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,10,3,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,10,3,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,10,3,0
20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,10,3,0
27.35,3.0,246.13,0.03,21,0.33,13.67,82.04,10,3,0
30.67,3.0,276.0,0.03,23,0.33,15.33,92.0,10,3,0
30.67,3.0,276.0,0.03,23,0.33,15.33,92.0,10,3,0
30.67,3.0,276.0,0.03,23,0.33,15.33,92.0,10,3,0
27.35,3.0,246.13,0.03,21,0.33,13.67,82.04,10,3,0
27.35,3.0,246.13,0.03,21,0.33,13.67,82.04,10,3,0
20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,10,3,0
20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,10,3,0
20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,10,3,0
17.92,3.0,161.32,0.02,15,0.33,8.96,53.77,10,3,0
17.92,3.0,161.32,0.02,15,0.33,8.96,53.77,10,3,0
14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,10,3,0
14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,10,3,0
14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,10,3,0
14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,10,3,0
14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,10,3,0
17.92,3.0,161.32,0.02,15,0.33,8.96,53.77,10,3,0
17.92,3.0,161.32,0.02,15,0.33,8.96,53.77,10,3,0
20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,10,3,0
20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
18.49,2.4,106.51,0.01,14,0.42,5.92,44.38,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
8.45,0.75,4.75,0.0,4,1.33,0.26,6.34,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,10,3,0
9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
0.0,0.0,0.0,0.0,4,0.0,0.0,8.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
6.95,27.62,5307.06,0.06,47,0.04,294.84,192.11,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
11.63,2.0,46.53,0.01,9,0.5,2.58,23.26,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,10,3,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
420.73,16.3,111839.02,2.29,908,0.06,6213.28,6859.57,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,10,3,0
13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,10,3,0
