BRANCH_COUNT,CALL_PAIRS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,Defective,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,LANGUAGE,LOC_BLANK,LOC_CODE_AND_COMMENT,LOC_COMMENTS,LOC_EXECUTABLE,LOC_TOTAL,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUMBER_OF_LINES,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,PARAMETER_COUNT,PATHOLOGICAL_COMPLEXITY,PERCENT_COMMENTS,SOFTWARE
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,1,0,1,0.17,0,1,1.0,0,2,1,0.0,1,1.0,16.68,7.5,938.23,0.04,30,0.13,52.12,125.1,3,2,0,0,6,6,1.0,0,0,3,0.08,12,12,18,8,10,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,2,0,1,0.5,0,1,1.0,0,3,1,0.0,1,1.0,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,3,0,0,0,2,2,1.0,0,0,4,0.17,6,3,8,3,7,0,1,0.0,10
1,1,0,1,0.5,0,1,1.0,0,2,1,0.0,0,0.0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,3,0,0,0,2,2,1.0,0,0,3,0.25,4,2,5,2,5,0,1,0.0,10
1,2,0,1,0.5,0,1,1.0,0,3,1,0.0,0,0.0,7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,3,0,0,0,2,2,1.0,0,0,4,0.25,4,1,7,1,6,0,1,0.0,10
1,2,0,1,0.5,0,1,1.0,0,3,1,0.0,0,0.0,7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,3,0,0,0,2,2,1.0,0,0,4,0.25,4,1,7,1,6,0,1,0.0,10
1,2,0,1,0.5,0,1,1.0,0,3,1,0.0,0,0.0,7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,3,0,0,0,2,2,1.0,0,0,4,0.25,4,1,7,1,6,0,1,0.0,10
1,2,0,1,0.5,0,1,1.0,0,3,1,0.0,0,0.0,7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,3,0,0,0,2,2,1.0,0,0,4,0.25,4,1,7,1,6,0,1,0.0,10
1,2,0,1,0.5,0,1,1.0,0,3,1,0.0,0,0.0,7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,3,0,0,0,2,2,1.0,0,0,4,0.25,4,1,7,1,6,0,1,0.0,10
1,2,0,1,0.5,0,1,1.0,0,3,1,0.0,0,0.0,7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,3,0,0,0,2,2,1.0,0,0,4,0.25,4,1,7,1,6,0,1,0.0,10
1,2,0,1,0.5,0,1,1.0,0,3,1,0.0,0,0.0,7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,3,0,0,0,2,2,1.0,0,0,4,0.25,4,1,7,1,6,0,1,0.0,10
1,2,0,1,0.5,0,1,1.0,0,3,1,0.0,1,1.0,10.57,3.0,95.1,0.01,10,0.33,5.28,31.7,3,0,0,0,2,2,1.0,0,0,4,0.2,5,3,7,3,6,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,0,0,1.0,0,0,2,1.0,1,0,1,0,1,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,2,0,1,0.5,0,1,1.0,0,3,1,0.0,1,1.0,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,3,0,0,0,2,2,1.0,0,0,4,0.17,6,4,7,4,5,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,0,0,1.0,0,0,2,0.5,2,0,1,0,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,0,0,1.0,0,0,2,1.0,1,0,1,0,1,0,1,0.0,10
7,1,10,4,0.25,4,2,0.5,0,12,3,0.67,3,0.75,14.41,13.0,2434.85,0.06,42,0.08,135.27,187.3,3,3,1,0,15,16,0.75,3,5,10,0.19,21,18,24,9,13,0,1,6.25,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,0,0,1.0,0,0,2,1.0,1,0,1,0,1,0,1,0.0,10
13,7,24,7,0.16,12,7,1.0,0,37,1,0.0,1,0.14,76.32,8.0,4884.27,0.2,127,0.13,271.35,610.53,3,5,0,0,43,43,0.14,6,12,32,0.14,50,48,79,21,7,0,1,0.0,10
25,5,46,13,0.08,22,11,0.85,0,59,4,0.25,6,0.46,76.24,42.1,135139.85,1.07,537,0.02,7507.77,3209.8,3,23,3,38,162,165,0.31,12,23,48,0.06,228,195,342,44,19,0,1,20.2,10
1,1,0,1,0.03,0,1,1.0,1,6,1,0.0,1,1.0,48.99,15.68,12036.84,0.26,155,0.06,668.71,767.9,3,10,0,11,30,30,1.0,0,0,7,0.02,53,57,98,20,11,0,1,26.83,10
11,4,20,6,0.17,10,4,0.67,0,23,1,0.0,4,0.67,32.67,15.0,7350.0,0.16,98,0.07,408.33,490.0,3,7,1,4,34,35,0.17,5,10,19,0.13,48,34,64,17,15,0,1,12.82,10
5,4,8,3,0.09,4,3,1.0,0,14,1,0.0,3,1.0,39.53,13.2,6887.08,0.17,111,0.08,382.62,521.75,3,7,1,4,33,34,0.33,2,4,13,0.06,47,36,75,15,11,0,1,13.16,10
22,0,28,13,0.23,12,1,0.08,1,39,5,0.33,12,0.92,26.04,35.2,32261.73,0.31,185,0.03,1792.32,916.53,3,9,2,7,55,57,0.38,8,14,28,0.17,75,66,119,15,16,0,1,14.06,10
41,0,54,22,0.26,18,1,0.05,1,66,12,0.52,5,0.23,40.07,41.81,70041.8,0.56,286,0.02,3891.21,1675.38,3,12,2,52,84,86,0.55,18,29,46,0.14,152,96,190,31,27,0,1,39.13,10
1,2,0,1,0.11,0,1,1.0,0,3,1,0.0,0,0.0,2.29,3.5,28.0,0.0,8,0.29,1.56,8.0,3,0,0,0,9,9,1.0,0,0,4,0.09,11,7,1,1,1,0,1,0.0,10
9,2,16,5,0.11,8,5,1.0,1,19,1,0.0,3,0.6,34.81,20.0,13922.53,0.23,138,0.05,773.47,696.13,3,3,4,6,40,44,0.2,4,8,16,0.09,55,48,90,18,15,0,1,20.0,10
15,3,24,8,0.31,10,6,0.75,1,25,1,0.0,8,1.0,32.11,12.71,5184.89,0.14,84,0.08,288.05,408.07,3,4,3,6,23,26,0.13,7,12,19,0.21,38,36,48,17,12,0,1,28.13,10
17,5,28,9,0.27,12,7,0.78,0,31,1,0.0,9,1.0,39.68,14.48,8316.9,0.19,112,0.07,462.05,574.48,3,7,3,6,30,33,0.11,8,14,24,0.19,48,49,63,22,13,0,1,23.08,10
15,3,24,8,0.31,10,6,0.75,0,25,1,0.0,8,1.0,32.11,12.71,5184.89,0.14,84,0.08,288.05,408.07,3,6,3,9,23,26,0.13,7,12,19,0.19,43,36,48,17,12,0,1,34.29,10
3,3,4,2,0.22,2,2,1.0,1,7,1,0.0,1,0.5,15.86,8.57,1165.15,0.05,32,0.12,64.73,135.93,3,4,0,2,9,9,0.5,1,2,7,0.12,17,10,22,7,12,0,1,18.18,10
15,6,16,8,0.03,2,2,0.25,0,67,8,1.0,2,0.25,193.62,34.08,224856.06,2.2,1035,0.03,12492.0,6598.17,3,53,1,48,309,310,1.0,7,8,61,0.02,413,367,668,70,13,0,1,13.69,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,0,0,1.0,0,0,2,1.0,1,0,1,0,1,0,1,0.0,10
1,1,0,1,0.33,0,1,1.0,0,2,1,0.0,1,1.0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,3,0,0,0,3,3,1.0,0,0,3,0.2,5,2,3,2,3,0,1,0.0,10
1,3,0,1,0.01,0,1,1.0,0,22,1,0.0,0,0.0,101.59,14.92,22624.34,0.51,298,0.07,1256.91,1516.06,3,20,1,19,98,99,1.0,0,0,23,0.01,140,97,201,26,8,0,1,16.95,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,0,0,1.0,0,0,2,1.0,1,0,1,0,1,0,1,0.0,10
1,1,0,1,0.5,0,1,1.0,0,2,1,0.0,1,1.0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,3,0,0,0,2,2,1.0,0,0,3,0.25,4,2,3,2,3,0,1,0.0,10
1,3,0,1,0.01,0,1,1.0,0,22,1,0.0,0,0.0,101.59,14.92,22624.34,0.51,298,0.07,1256.91,1516.06,3,20,1,19,98,99,1.0,0,0,23,0.01,140,97,201,26,8,0,1,16.95,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,0,0,1.0,0,0,2,1.0,1,0,1,0,1,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.33,0,1,1.0,0,1,1,0.0,0,0.0,11.63,2.0,46.53,0.01,9,0.5,2.58,23.26,3,0,0,0,3,3,1.0,0,0,2,0.2,5,4,5,3,3,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,0,0,1.0,0,0,2,0.5,2,1,3,1,3,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,0,0,1.0,0,0,2,0.5,2,1,3,1,3,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,0,0,1.0,0,0,2,0.5,2,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.2,5,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.2,5,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,1,1.0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,3,0,0,0,0,0,1.0,0,0,2,0.5,2,2,3,2,3,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,1,1.0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,3,0,0,0,0,0,1.0,0,0,2,0.33,3,2,3,2,3,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,0,0,1.0,0,0,2,0.33,3,0,3,0,3,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,0,0,1.0,0,0,2,0.5,2,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,3,0,3,0,1,0.0,10
5,0,8,3,0.43,4,1,0.33,0,9,1,0.0,1,0.33,13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,3,3,0,5,7,7,0.33,2,4,8,0.14,22,16,27,7,12,0,1,41.67,10
5,0,8,3,0.43,4,1,0.33,0,9,1,0.0,1,0.33,13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,3,3,0,5,7,7,0.33,2,4,8,0.14,22,16,27,7,12,0,1,41.67,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,0,0,1.0,0,0,2,1.0,1,0,1,0,1,0,1,0.0,10
9,0,0,8,0.28,0,1,0.13,0,18,1,0.0,1,0.13,34.09,9.88,3329.22,0.11,68,0.1,184.96,336.89,3,1,2,1,27,29,0.13,0,0,12,0.24,33,24,44,17,14,0,1,10.0,10
3,0,4,2,1.0,2,1,0.5,0,6,1,0.0,1,0.5,12.09,6.3,479.73,0.03,20,0.16,26.65,76.15,3,0,0,1,2,2,0.5,1,2,6,0.4,5,7,13,5,9,0,1,33.33,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,4,0,4,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,3,0,0,0,2,2,1.0,0,0,2,0.2,5,0,5,0,5,0,1,0.0,10
11,0,20,6,0.27,10,1,0.17,0,20,1,0.0,5,0.83,13.86,22.5,7014.99,0.1,68,0.04,389.72,311.78,3,1,1,4,21,22,0.17,5,10,16,0.19,31,27,41,9,15,0,1,19.23,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,0,0,0,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
