McCabe_loc,McCabe_v(g),McCabe_ev(g),McCabe_iv(g),Language,SOFTWARE,defects
13.0,1.0,1.0,1.0,,,0
7.0,4.0,4.0,4.0,,,0
13.0,2.0,1.0,2.0,,,0
150.0,14.0,5.0,9.0,,,0
7.0,2.0,1.0,1.0,,,0
16.0,8.0,8.0,7.0,,,0
13.0,3.0,3.0,1.0,,,0
13.0,3.0,3.0,1.0,,,0
15.0,4.0,3.0,1.0,,,0
13.0,3.0,3.0,1.0,,,0
24.0,7.0,7.0,1.0,,,0
13.0,3.0,3.0,1.0,,,0
14.0,2.0,1.0,1.0,,,0
12.0,2.0,1.0,1.0,,,0
80.0,11.0,7.0,9.0,,,0
12.0,2.0,1.0,2.0,,,0
49.0,14.0,6.0,4.0,,,0
30.0,9.0,9.0,1.0,,,0
13.0,4.0,4.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
48.0,5.0,1.0,5.0,,,0
14.0,2.0,1.0,1.0,,,0
32.0,11.0,9.0,4.0,,,0
38.0,11.0,9.0,6.0,,,0
32.0,11.0,9.0,4.0,,,0
38.0,9.0,1.0,4.0,,,0
55.0,6.0,1.0,6.0,,,0
13.0,4.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
11.0,2.0,1.0,1.0,,,0
15.0,3.0,1.0,1.0,,,0
15.0,3.0,1.0,1.0,,,0
11.0,2.0,1.0,1.0,,,0
42.0,20.0,18.0,7.0,,,0
14.0,2.0,1.0,1.0,,,0
20.0,4.0,4.0,3.0,,,0
18.0,2.0,1.0,1.0,,,0
38.0,11.0,1.0,4.0,,,0
40.0,19.0,18.0,10.0,,,0
12.0,2.0,1.0,2.0,,,0
89.0,9.0,1.0,4.0,,,0
22.0,2.0,1.0,2.0,,,0
34.0,4.0,1.0,4.0,,,0
32.0,4.0,4.0,4.0,,,0
28.0,2.0,1.0,2.0,,,0
26.0,2.0,1.0,2.0,,,0
43.0,1.0,1.0,1.0,,,0
14.0,1.0,1.0,1.0,,,0
15.0,1.0,1.0,1.0,,,0
59.0,4.0,1.0,4.0,,,0
5.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
15.0,3.0,1.0,2.0,,,0
17.0,3.0,3.0,2.0,,,0
9.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
74.0,8.0,8.0,5.0,,,0
63.0,8.0,8.0,5.0,,,0
10.0,1.0,1.0,1.0,,,0
143.0,16.0,7.0,14.0,,,0
19.0,2.0,1.0,1.0,,,0
62.0,6.0,4.0,5.0,,,0
223.0,27.0,1.0,27.0,,,0
74.0,6.0,4.0,4.0,,,0
79.0,6.0,1.0,6.0,,,0
18.0,2.0,1.0,2.0,,,0
9.0,2.0,1.0,2.0,,,0
10.0,2.0,1.0,2.0,,,0
72.0,13.0,11.0,8.0,,,0
34.0,2.0,1.0,2.0,,,0
17.0,2.0,1.0,2.0,,,0
123.0,27.0,15.0,7.0,,,0
12.0,2.0,1.0,2.0,,,0
12.0,2.0,1.0,2.0,,,0
22.0,7.0,5.0,4.0,,,0
13.0,3.0,1.0,2.0,,,0
24.0,5.0,1.0,5.0,,,0
11.0,2.0,1.0,2.0,,,0
23.0,5.0,1.0,5.0,,,0
26.0,6.0,3.0,5.0,,,0
18.0,6.0,5.0,3.0,,,0
25.0,6.0,1.0,6.0,,,0
15.0,6.0,5.0,3.0,,,0
17.0,8.0,7.0,4.0,,,0
33.0,10.0,1.0,7.0,,,0
15.0,6.0,5.0,3.0,,,0
77.0,14.0,1.0,4.0,,,0
22.0,7.0,5.0,4.0,,,0
13.0,3.0,1.0,2.0,,,0
12.0,4.0,1.0,2.0,,,0
40.0,10.0,4.0,10.0,,,0
59.0,10.0,4.0,10.0,,,0
4.0,1.0,1.0,1.0,,,0
8.0,2.0,1.0,2.0,,,0
10.0,1.0,1.0,1.0,,,0
47.0,12.0,4.0,5.0,,,0
17.0,2.0,1.0,2.0,,,0
12.0,1.0,1.0,1.0,,,0
21.0,3.0,1.0,3.0,,,0
11.0,3.0,1.0,3.0,,,0
91.0,23.0,15.0,14.0,,,0
9.0,4.0,3.0,1.0,,,0
45.0,12.0,6.0,3.0,,,0
34.0,5.0,5.0,2.0,,,0
74.0,16.0,8.0,7.0,,,0
95.0,16.0,8.0,7.0,,,0
11.0,1.0,1.0,1.0,,,0
13.0,2.0,1.0,2.0,,,0
16.0,2.0,1.0,2.0,,,0
16.0,2.0,1.0,2.0,,,0
26.0,3.0,1.0,3.0,,,0
28.0,5.0,3.0,3.0,,,0
17.0,4.0,1.0,1.0,,,0
12.0,2.0,1.0,2.0,,,0
12.0,2.0,1.0,2.0,,,0
19.0,2.0,1.0,2.0,,,0
16.0,2.0,1.0,2.0,,,0
55.0,5.0,1.0,5.0,,,0
77.0,8.0,1.0,8.0,,,0
106.0,23.0,1.0,5.0,,,0
15.0,3.0,1.0,3.0,,,0
33.0,4.0,3.0,3.0,,,0
44.0,6.0,1.0,2.0,,,0
38.0,7.0,1.0,7.0,,,0
5.0,1.0,1.0,1.0,,,0
17.0,2.0,1.0,2.0,,,0
19.0,2.0,1.0,2.0,,,0
19.0,3.0,1.0,3.0,,,0
32.0,5.0,1.0,5.0,,,0
9.0,2.0,1.0,2.0,,,0
26.0,3.0,1.0,3.0,,,0
52.0,6.0,1.0,6.0,,,0
47.0,8.0,1.0,2.0,,,0
7.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
55.0,4.0,1.0,2.0,,,0
45.0,4.0,1.0,2.0,,,0
75.0,6.0,1.0,3.0,,,0
86.0,10.0,5.0,6.0,,,0
29.0,3.0,3.0,2.0,,,0
124.0,12.0,5.0,7.0,,,0
30.0,3.0,3.0,2.0,,,0
45.0,4.0,1.0,2.0,,,0
50.0,11.0,1.0,11.0,,,0
30.0,4.0,1.0,4.0,,,0
117.0,6.0,1.0,4.0,,,0
7.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
176.0,24.0,3.0,23.0,,,0
5.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
36.0,3.0,1.0,3.0,,,0
57.0,20.0,19.0,3.0,,,0
10.0,5.0,4.0,2.0,,,0
140.0,39.0,36.0,19.0,,,0
14.0,3.0,1.0,1.0,,,0
66.0,11.0,7.0,3.0,,,0
49.0,9.0,7.0,2.0,,,0
27.0,4.0,1.0,3.0,,,0
50.0,6.0,1.0,5.0,,,0
14.0,2.0,1.0,2.0,,,0
22.0,4.0,3.0,3.0,,,0
26.0,4.0,4.0,3.0,,,0
10.0,2.0,1.0,2.0,,,0
19.0,3.0,1.0,2.0,,,0
48.0,12.0,7.0,6.0,,,0
51.0,12.0,5.0,8.0,,,0
61.0,16.0,5.0,10.0,,,0
84.0,18.0,3.0,8.0,,,0
17.0,6.0,6.0,3.0,,,0
17.0,6.0,6.0,3.0,,,0
23.0,9.0,8.0,5.0,,,0
31.0,11.0,11.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
91.0,13.0,8.0,5.0,,,0
26.0,9.0,1.0,7.0,,,0
22.0,7.0,6.0,4.0,,,0
11.0,2.0,1.0,2.0,,,0
22.0,9.0,1.0,7.0,,,0
45.0,11.0,1.0,8.0,,,0
36.0,9.0,4.0,7.0,,,0
18.0,6.0,5.0,3.0,,,0
54.0,10.0,3.0,8.0,,,0
15.0,6.0,5.0,3.0,,,0
15.0,3.0,3.0,1.0,,,0
15.0,3.0,3.0,1.0,,,0
15.0,4.0,1.0,2.0,,,0
62.0,3.0,1.0,1.0,,,0
21.0,7.0,6.0,4.0,,,0
58.0,15.0,1.0,12.0,,,0
43.0,12.0,8.0,7.0,,,0
23.0,16.0,12.0,6.0,,,0
18.0,4.0,1.0,4.0,,,0
22.0,5.0,1.0,4.0,,,0
22.0,5.0,1.0,4.0,,,0
14.0,4.0,1.0,2.0,,,0
26.0,4.0,1.0,2.0,,,0
83.0,6.0,4.0,1.0,,,0
18.0,3.0,1.0,3.0,,,0
7.0,2.0,1.0,1.0,,,0
85.0,24.0,6.0,16.0,,,0
15.0,6.0,5.0,3.0,,,0
8.0,1.0,1.0,1.0,,,0
39.0,6.0,1.0,6.0,,,0
48.0,5.0,1.0,1.0,,,0
36.0,5.0,1.0,1.0,,,0
70.0,6.0,1.0,4.0,,,0
12.0,3.0,3.0,1.0,,,0
86.0,11.0,11.0,6.0,,,0
136.0,13.0,11.0,6.0,,,0
22.0,3.0,1.0,1.0,,,0
23.0,9.0,8.0,5.0,,,0
29.0,12.0,4.0,4.0,,,0
17.0,1.0,1.0,1.0,,,0
17.0,3.0,1.0,3.0,,,0
166.0,35.0,9.0,25.0,,,0
9.0,1.0,1.0,1.0,,,0
66.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
26.0,2.0,1.0,2.0,,,0
58.0,7.0,1.0,5.0,,,0
41.0,5.0,1.0,5.0,,,0
36.0,7.0,1.0,4.0,,,0
9.0,1.0,1.0,1.0,,,0
35.0,6.0,5.0,4.0,,,0
61.0,7.0,6.0,5.0,,,0
30.0,2.0,1.0,2.0,,,0
35.0,3.0,1.0,3.0,,,0
35.0,9.0,6.0,6.0,,,0
37.0,13.0,5.0,2.0,,,0
33.0,6.0,1.0,4.0,,,0
11.0,1.0,1.0,1.0,,,0
36.0,3.0,1.0,2.0,,,0
29.0,5.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
18.0,5.0,1.0,3.0,,,0
20.0,5.0,1.0,3.0,,,0
11.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
44.0,13.0,1.0,1.0,,,0
14.0,3.0,1.0,1.0,,,0
23.0,10.0,10.0,1.0,,,0
23.0,10.0,10.0,1.0,,,0
51.0,4.0,1.0,4.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
18.0,3.0,1.0,1.0,,,0
27.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
32.0,5.0,3.0,3.0,,,0
35.0,10.0,1.0,1.0,,,0
35.0,10.0,1.0,1.0,,,0
45.0,11.0,1.0,1.0,,,0
45.0,11.0,1.0,1.0,,,0
24.0,4.0,1.0,2.0,,,0
32.0,9.0,1.0,1.0,,,0
55.0,7.0,3.0,5.0,,,0
44.0,13.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
24.0,2.0,1.0,2.0,,,0
11.0,4.0,3.0,1.0,,,0
10.0,4.0,3.0,1.0,,,0
45.0,10.0,6.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
124.0,39.0,10.0,4.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
28.0,3.0,1.0,3.0,,,0
74.0,12.0,1.0,12.0,,,0
17.0,4.0,1.0,1.0,,,0
22.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
6.0,2.0,1.0,1.0,,,0
34.0,7.0,6.0,6.0,,,0
23.0,4.0,1.0,2.0,,,0
23.0,8.0,7.0,2.0,,,0
36.0,11.0,8.0,4.0,,,0
31.0,4.0,3.0,3.0,,,0
13.0,3.0,3.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
12.0,7.0,7.0,1.0,,,0
35.0,11.0,4.0,4.0,,,0
7.0,1.0,1.0,1.0,,,0
12.0,7.0,7.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
12.0,6.0,6.0,1.0,,,0
48.0,14.0,11.0,3.0,,,0
31.0,9.0,6.0,3.0,,,0
29.0,8.0,8.0,3.0,,,0
52.0,13.0,9.0,4.0,,,0
17.0,3.0,1.0,1.0,,,0
29.0,9.0,8.0,2.0,,,0
15.0,6.0,5.0,3.0,,,0
7.0,1.0,1.0,1.0,,,0
62.0,8.0,1.0,8.0,,,0
17.0,3.0,1.0,2.0,,,0
30.0,7.0,5.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
12.0,1.0,1.0,1.0,,,0
14.0,4.0,1.0,2.0,,,0
26.0,3.0,1.0,3.0,,,0
5.0,1.0,1.0,1.0,,,0
97.0,13.0,5.0,3.0,,,0
39.0,6.0,1.0,5.0,,,0
15.0,2.0,1.0,2.0,,,0
13.0,2.0,1.0,2.0,,,0
36.0,3.0,1.0,2.0,,,0
58.0,3.0,1.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
69.0,6.0,1.0,5.0,,,0
49.0,6.0,1.0,4.0,,,0
86.0,32.0,1.0,32.0,,,0
27.0,9.0,1.0,5.0,,,0
29.0,3.0,1.0,3.0,,,0
7.0,1.0,1.0,1.0,,,0
27.0,9.0,3.0,4.0,,,0
8.0,1.0,1.0,1.0,,,0
34.0,5.0,1.0,1.0,,,0
26.0,4.0,1.0,3.0,,,0
18.0,3.0,1.0,2.0,,,0
23.0,5.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
11.0,5.0,3.0,3.0,,,0
19.0,4.0,1.0,4.0,,,0
19.0,1.0,1.0,1.0,,,0
56.0,10.0,9.0,7.0,,,0
40.0,6.0,4.0,3.0,,,0
21.0,2.0,1.0,1.0,,,0
21.0,3.0,1.0,2.0,,,0
24.0,2.0,1.0,1.0,,,0
26.0,4.0,1.0,2.0,,,0
25.0,2.0,1.0,1.0,,,0
15.0,5.0,5.0,1.0,,,0
9.0,3.0,3.0,3.0,,,0
22.0,5.0,5.0,3.0,,,0
8.0,1.0,1.0,1.0,,,0
19.0,6.0,3.0,4.0,,,0
7.0,1.0,1.0,1.0,,,0
6.0,2.0,1.0,1.0,,,0
9.0,3.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
246.0,15.0,5.0,4.0,,,0
26.0,3.0,3.0,2.0,,,0
32.0,11.0,8.0,7.0,,,0
7.0,1.0,1.0,1.0,,,0
11.0,2.0,1.0,1.0,,,0
131.0,13.0,10.0,7.0,,,0
7.0,2.0,1.0,2.0,,,0
32.0,3.0,1.0,3.0,,,0
19.0,3.0,3.0,1.0,,,0
18.0,5.0,5.0,3.0,,,0
19.0,3.0,3.0,2.0,,,0
17.0,5.0,5.0,2.0,,,0
36.0,19.0,19.0,10.0,,,0
120.0,29.0,9.0,11.0,,,0
123.0,26.0,7.0,6.0,,,0
161.0,38.0,9.0,7.0,,,0
235.0,63.0,51.0,34.0,,,0
224.0,40.0,32.0,27.0,,,0
223.0,67.0,51.0,30.0,,,0
19.0,2.0,1.0,2.0,,,0
86.0,3.0,1.0,3.0,,,0
212.0,9.0,1.0,6.0,,,0
87.0,14.0,1.0,11.0,,,0
138.0,16.0,5.0,16.0,,,0
10.0,1.0,1.0,1.0,,,0
10.0,1.0,1.0,1.0,,,0
31.0,6.0,1.0,4.0,,,0
4.0,1.0,1.0,1.0,,,0
28.0,2.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
45.0,5.0,4.0,3.0,,,0
23.0,3.0,1.0,3.0,,,0
13.0,2.0,1.0,2.0,,,0
27.0,5.0,1.0,5.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
32.0,5.0,3.0,1.0,,,0
119.0,33.0,19.0,12.0,,,0
4.0,1.0,1.0,1.0,,,0
28.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
9.0,2.0,1.0,2.0,,,0
109.0,19.0,14.0,4.0,,,0
21.0,5.0,1.0,2.0,,,0
24.0,6.0,1.0,2.0,,,0
35.0,9.0,5.0,7.0,,,0
6.0,1.0,1.0,1.0,,,0
35.0,9.0,4.0,3.0,,,0
24.0,6.0,1.0,3.0,,,0
11.0,2.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
49.0,8.0,4.0,8.0,,,0
19.0,3.0,1.0,3.0,,,0
33.0,12.0,8.0,7.0,,,0
34.0,8.0,5.0,6.0,,,0
38.0,10.0,6.0,6.0,,,0
22.0,12.0,10.0,5.0,,,0
36.0,6.0,1.0,1.0,,,0
24.0,5.0,5.0,2.0,,,0
7.0,2.0,1.0,2.0,,,0
52.0,6.0,1.0,3.0,,,0
30.0,5.0,1.0,2.0,,,0
41.0,6.0,1.0,3.0,,,0
79.0,10.0,3.0,2.0,,,0
17.0,2.0,1.0,1.0,,,0
18.0,2.0,1.0,1.0,,,0
83.0,12.0,4.0,6.0,,,0
14.0,2.0,1.0,2.0,,,0
15.0,5.0,3.0,1.0,,,0
11.0,2.0,1.0,1.0,,,0
9.0,2.0,1.0,1.0,,,0
20.0,6.0,1.0,5.0,,,0
9.0,1.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
12.0,2.0,1.0,2.0,,,0
12.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
16.0,2.0,1.0,2.0,,,0
24.0,3.0,1.0,3.0,,,0
81.0,21.0,7.0,12.0,,,0
12.0,1.0,1.0,1.0,,,0
20.0,7.0,3.0,1.0,,,0
20.0,4.0,1.0,1.0,,,0
9.0,2.0,1.0,2.0,,,0
12.0,4.0,4.0,1.0,,,0
11.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
27.0,6.0,1.0,3.0,,,0
18.0,5.0,1.0,1.0,,,0
10.0,1.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
42.0,15.0,10.0,7.0,,,0
15.0,2.0,1.0,2.0,,,0
17.0,5.0,3.0,1.0,,,0
14.0,4.0,3.0,1.0,,,0
39.0,6.0,1.0,1.0,,,0
39.0,6.0,1.0,1.0,,,0
27.0,6.0,1.0,3.0,,,0
2.0,1.0,1.0,1.0,,,0
13.0,3.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
26.0,6.0,5.0,2.0,,,0
15.0,2.0,1.0,2.0,,,0
10.0,3.0,3.0,3.0,,,0
25.0,5.0,3.0,2.0,,,0
24.0,7.0,7.0,3.0,,,0
97.0,14.0,5.0,5.0,,,0
41.0,6.0,6.0,3.0,,,0
40.0,6.0,6.0,3.0,,,0
53.0,6.0,6.0,4.0,,,0
19.0,2.0,1.0,2.0,,,0
19.0,2.0,1.0,2.0,,,0
19.0,2.0,1.0,2.0,,,0
59.0,5.0,1.0,5.0,,,0
4.0,1.0,1.0,1.0,,,0
93.0,7.0,4.0,4.0,,,0
19.0,4.0,4.0,2.0,,,0
33.0,8.0,4.0,1.0,,,0
46.0,3.0,1.0,3.0,,,0
30.0,3.0,3.0,2.0,,,0
18.0,2.0,1.0,2.0,,,0
21.0,2.0,1.0,2.0,,,0
21.0,3.0,1.0,3.0,,,0
61.0,5.0,1.0,5.0,,,0
51.0,5.0,1.0,5.0,,,0
19.0,2.0,1.0,2.0,,,0
14.0,2.0,1.0,2.0,,,0
16.0,2.0,1.0,2.0,,,0
16.0,2.0,1.0,2.0,,,0
22.0,2.0,1.0,2.0,,,0
19.0,2.0,1.0,2.0,,,0
6.0,2.0,1.0,2.0,,,0
96.0,5.0,1.0,5.0,,,0
88.0,7.0,3.0,7.0,,,0
6.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
15.0,1.0,1.0,1.0,,,0
15.0,1.0,1.0,1.0,,,0
15.0,1.0,1.0,1.0,,,0
16.0,1.0,1.0,1.0,,,0
16.0,1.0,1.0,1.0,,,0
16.0,1.0,1.0,1.0,,,0
23.0,4.0,1.0,4.0,,,0
12.0,2.0,1.0,2.0,,,0
55.0,4.0,1.0,4.0,,,0
50.0,4.0,1.0,4.0,,,0
62.0,3.0,1.0,3.0,,,0
21.0,3.0,1.0,3.0,,,0
8.0,2.0,1.0,2.0,,,0
19.0,2.0,1.0,2.0,,,0
17.0,3.0,1.0,3.0,,,0
34.0,5.0,1.0,5.0,,,0
63.0,10.0,5.0,9.0,,,0
26.0,2.0,1.0,2.0,,,0
19.0,2.0,1.0,2.0,,,0
19.0,3.0,1.0,2.0,,,0
27.0,2.0,1.0,1.0,,,0
30.0,1.0,1.0,1.0,,,0
24.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
26.0,2.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
20.0,5.0,4.0,3.0,,,0
6.0,1.0,1.0,1.0,,,0
10.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
18.0,7.0,1.0,7.0,,,0
4.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
7.0,2.0,1.0,2.0,,,0
5.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
7.0,2.0,1.0,2.0,,,0
7.0,2.0,1.0,2.0,,,0
60.0,14.0,9.0,6.0,,,0
37.0,4.0,1.0,4.0,,,0
12.0,2.0,1.0,2.0,,,0
8.0,2.0,1.0,2.0,,,0
12.0,2.0,1.0,2.0,,,0
6.0,1.0,1.0,1.0,,,0
11.0,3.0,3.0,2.0,,,0
8.0,3.0,3.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
7.0,2.0,1.0,2.0,,,0
16.0,3.0,3.0,3.0,,,0
9.0,2.0,1.0,2.0,,,0
18.0,3.0,3.0,2.0,,,0
10.0,2.0,1.0,2.0,,,0
8.0,2.0,1.0,2.0,,,0
9.0,2.0,1.0,2.0,,,0
8.0,2.0,1.0,1.0,,,0
9.0,3.0,3.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
15.0,2.0,1.0,2.0,,,0
37.0,4.0,1.0,4.0,,,0
11.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
34.0,6.0,6.0,5.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
10.0,3.0,1.0,2.0,,,0
11.0,2.0,1.0,2.0,,,0
21.0,4.0,1.0,4.0,,,0
89.0,14.0,4.0,12.0,,,0
35.0,9.0,1.0,2.0,,,0
59.0,9.0,1.0,2.0,,,0
21.0,3.0,1.0,3.0,,,0
16.0,2.0,1.0,2.0,,,0
15.0,2.0,1.0,2.0,,,0
15.0,2.0,1.0,2.0,,,0
10.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
18.0,3.0,3.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
17.0,2.0,1.0,2.0,,,0
15.0,2.0,1.0,2.0,,,0
15.0,2.0,1.0,2.0,,,0
26.0,4.0,4.0,3.0,,,0
26.0,4.0,4.0,3.0,,,0
26.0,4.0,4.0,3.0,,,0
18.0,2.0,1.0,2.0,,,0
46.0,7.0,3.0,5.0,,,0
45.0,4.0,1.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
18.0,2.0,1.0,2.0,,,0
12.0,2.0,1.0,2.0,,,0
23.0,4.0,3.0,2.0,,,0
16.0,3.0,3.0,2.0,,,0
15.0,3.0,3.0,2.0,,,0
29.0,6.0,6.0,3.0,,,0
5.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
18.0,3.0,3.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
9.0,2.0,1.0,1.0,,,0
70.0,10.0,1.0,4.0,,,0
48.0,8.0,6.0,6.0,,,0
534.0,44.0,17.0,21.0,,,0
14.0,2.0,1.0,2.0,,,0
40.0,6.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
47.0,6.0,4.0,2.0,,,0
19.0,4.0,1.0,3.0,,,0
9.0,3.0,1.0,1.0,,,0
81.0,8.0,6.0,4.0,,,0
31.0,4.0,4.0,2.0,,,0
57.0,8.0,6.0,3.0,,,0
45.0,14.0,11.0,3.0,,,0
17.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
25.0,2.0,1.0,2.0,,,0
44.0,10.0,9.0,6.0,,,0
51.0,7.0,7.0,4.0,,,0
28.0,6.0,5.0,2.0,,,0
27.0,5.0,4.0,2.0,,,0
29.0,6.0,6.0,1.0,,,0
25.0,5.0,5.0,1.0,,,0
84.0,15.0,10.0,5.0,,,0
34.0,5.0,1.0,5.0,,,0
4.0,2.0,1.0,1.0,,,0
11.0,2.0,1.0,1.0,,,0
22.0,6.0,5.0,6.0,,,0
4.0,1.0,1.0,1.0,,,0
61.0,1.0,1.0,1.0,,,0
143.0,15.0,1.0,14.0,,,0
30.0,2.0,1.0,2.0,,,0
11.0,1.0,1.0,1.0,,,0
10.0,1.0,1.0,1.0,,,0
21.0,2.0,1.0,2.0,,,0
51.0,2.0,1.0,1.0,,,0
16.0,1.0,1.0,1.0,,,0
42.0,2.0,1.0,2.0,,,0
52.0,2.0,1.0,2.0,,,0
42.0,2.0,1.0,2.0,,,0
47.0,2.0,1.0,2.0,,,0
52.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
21.0,4.0,1.0,4.0,,,0
18.0,2.0,1.0,2.0,,,0
13.0,2.0,1.0,2.0,,,0
27.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
14.0,3.0,1.0,2.0,,,0
8.0,1.0,1.0,1.0,,,0
105.0,6.0,1.0,6.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
13.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
24.0,4.0,3.0,2.0,,,0
44.0,7.0,1.0,7.0,,,0
88.0,12.0,10.0,12.0,,,0
41.0,4.0,3.0,3.0,,,0
57.0,10.0,3.0,7.0,,,0
4.0,1.0,1.0,1.0,,,0
21.0,4.0,4.0,4.0,,,0
17.0,3.0,1.0,1.0,,,0
34.0,5.0,1.0,4.0,,,0
20.0,2.0,1.0,2.0,,,0
40.0,6.0,5.0,1.0,,,0
26.0,6.0,5.0,6.0,,,0
95.0,11.0,6.0,8.0,,,0
16.0,2.0,1.0,2.0,,,0
32.0,4.0,1.0,4.0,,,0
15.0,1.0,1.0,1.0,,,0
14.0,1.0,1.0,1.0,,,0
