Halstead_b,Halstead_d,Halstead_e,Halstead_i,Halstead_l,Halstead_lOBlank,Halstead_lOCode,Halstead_lOComment,Halstead_n,Halstead_t,Halstead_v,Language,McCabe_ev(g),McCabe_iv(g),McCabe_loc,McCabe_v(g),SOFTWARE,branchCount,defects,locCodeAndComment,total_Op,total_Opnd,uniq_Op,uniq_Opnd
0.19,22.4,12703.26,25.32,0.04,6,19,0,136.0,705.74,567.11,0,1.0,1.0,27.0,1.0,1,1.0,0,0,80.0,56.0,8.0,10.0
0.01,3.0,134.92,14.99,0.33,0,4,0,13.0,7.5,44.97,1,1.0,1.0,6.0,1.0,2,1.0,0,0,8.0,5.0,6.0,5.0
0.11,9.9,3404.33,34.73,0.1,3,27,0,75.0,189.13,343.87,0,1.0,5.0,32.0,6.0,1,11.0,0,0,42.0,33.0,9.0,15.0
0.06,10.0,1713.0,17.13,0.1,3,2,5,39.0,95.17,171.3,0,1.0,1.0,9.0,2.0,0,3.0,0,0,24.0,15.0,12.0,9.0
0.03,4.5,420.54,20.77,0.22,0,3,0,22.0,23.36,93.45,0,1.0,1.0,5.0,2.0,1,3.0,0,0,12.0,10.0,9.0,10.0
0.28,40.69,33701.58,20.36,0.02,2,25,0,159.0,1872.31,828.3,0,6.0,5.0,29.0,11.0,1,21.0,0,0,97.0,62.0,21.0,16.0
0.02,4.0,289.36,18.08,0.25,1,3,0,19.0,16.07,72.34,0,1.0,1.0,6.0,1.0,1,1.0,0,0,11.0,8.0,7.0,7.0
0.05,6.5,927.56,21.95,0.15,0,12,0,32.0,51.53,142.7,0,1.0,2.0,14.0,2.0,1,3.0,0,0,19.0,13.0,11.0,11.0
0.79,43.1,101875.76,54.85,0.02,3,60,26,375.0,5659.76,2363.92,0,13.0,2.0,63.0,20.0,3,39.0,0,31,209.0,166.0,27.0,52.0
0.06,9.17,1663.94,19.8,0.11,1,11,0,42.0,92.44,181.52,0,1.0,2.0,15.0,2.0,1,3.0,0,0,27.0,15.0,11.0,9.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,2.0,55.0,2.0,1,3.0,0,0,0.0,0.0,0.0,0.0
0.08,15.83,3702.36,14.77,0.06,1,11,0,51.0,205.69,233.83,0,5.0,3.0,14.0,5.0,1,9.0,0,0,32.0,19.0,15.0,9.0
0.07,10.0,2109.08,21.09,0.1,4,13,0,46.0,117.17,210.91,0,1.0,2.0,20.0,4.0,1,7.0,0,1,26.0,20.0,12.0,12.0
0.0,1.5,12.0,5.33,0.67,0,0,0,4.0,0.67,8.0,1,1.0,1.0,2.0,1.0,2,1.0,0,0,3.0,1.0,3.0,1.0
0.56,36.13,60457.08,46.32,0.03,5,40,7,295.0,3358.73,1673.37,0,29.0,12.0,55.0,30.0,1,59.0,0,0,183.0,112.0,20.0,31.0
0.01,3.0,109.62,12.18,0.33,1,6,0,11.0,6.09,36.54,1,1.0,1.0,11.0,1.0,2,1.0,0,0,7.0,4.0,6.0,4.0
0.7,70.59,147882.35,29.68,0.01,4,71,7,419.0,8215.69,2095.0,0,1.0,4.0,84.0,4.0,1,7.0,0,0,259.0,160.0,15.0,17.0
0.02,3.5,194.27,15.86,0.29,0,3,0,15.0,10.79,55.51,0,1.0,1.0,5.0,2.0,1,3.0,0,0,9.0,6.0,7.0,6.0
0.27,26.95,21424.21,29.5,0.04,8,37,3,155.0,1190.23,795.04,0,4.0,4.0,54.0,12.0,1,23.0,0,4,91.0,64.0,16.0,19.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,1.0,20.0,2.0,1,3.0,0,0,0.0,0.0,0.0,0.0
0.02,3.0,194.18,21.58,0.33,1,6,0,17.0,10.79,64.73,1,1.0,1.0,11.0,1.0,2,1.0,0,0,9.0,8.0,6.0,8.0
0.09,7.91,2105.23,33.68,0.13,4,13,0,56.0,116.96,266.27,0,1.0,1.0,20.0,1.0,1,1.0,0,0,33.0,23.0,11.0,16.0
0.0,1.5,12.0,5.33,0.67,0,0,0,4.0,0.67,8.0,1,1.0,1.0,4.0,1.0,2,1.0,0,0,3.0,1.0,3.0,1.0
0.02,3.5,213.31,17.41,0.29,0,3,0,17.0,11.85,60.94,0,1.0,1.0,5.0,1.0,1,1.0,0,0,10.0,7.0,6.0,6.0
0.03,6.0,562.59,15.63,0.17,0,9,0,24.0,31.26,93.77,0,1.0,1.0,9.0,1.0,3,1.0,0,1,16.0,8.0,9.0,6.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,4.0,1.0,23.0,4.0,1,7.0,0,0,0.0,0.0,0.0,0.0
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,0,1.0,1.0,4.0,1.0,1,1.0,0,0,3.0,1.0,3.0,1.0
0.0,1.5,17.41,7.74,0.67,0,2,0,5.0,0.97,11.61,0,1.0,1.0,4.0,1.0,1,1.0,0,0,3.0,2.0,3.0,2.0
0.18,30.0,16483.38,18.31,0.03,2,18,0,108.0,915.74,549.45,0,1.0,2.0,22.0,3.0,1,5.0,0,0,66.0,42.0,20.0,14.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,5.0,6.0,86.0,10.0,1,19.0,0,0,0.0,0.0,0.0,0.0
0.08,9.0,2160.0,26.67,0.11,0,18,0,48.0,120.0,240.0,0,1.0,2.0,20.0,3.0,1,4.0,0,0,30.0,18.0,16.0,16.0
0.12,14.4,5350.53,25.8,0.07,5,17,0,75.0,297.25,371.56,0,1.0,2.0,24.0,2.0,1,3.0,0,0,48.0,27.0,16.0,15.0
0.01,2.0,39.3,9.83,0.5,0,2,0,7.0,2.18,19.65,0,1.0,1.0,4.0,1.0,1,1.0,0,0,4.0,3.0,4.0,3.0
0.01,2.0,46.53,11.63,0.5,2,3,2,9.0,2.58,23.26,0,1.0,1.0,9.0,1.0,1,1.0,0,0,5.0,4.0,3.0,3.0
0.2,11.74,6924.53,50.25,0.09,9,21,1,115.0,384.7,589.87,0,1.0,1.0,33.0,1.0,1,1.0,0,0,70.0,45.0,12.0,23.0
0.22,8.79,5865.3,75.95,0.11,1,27,9,123.0,325.85,667.43,0,1.0,2.0,28.0,3.0,3,5.0,0,14,65.0,58.0,10.0,33.0
0.09,7.03,1893.82,38.31,0.14,2,17,0,58.0,105.21,269.34,0,1.0,3.0,24.0,3.0,1,5.0,0,3,33.0,25.0,9.0,16.0
0.04,2.33,261.32,48.0,0.43,3,5,0,28.0,14.52,112.0,0,1.0,1.0,10.0,1.0,1,1.0,0,0,14.0,14.0,4.0,12.0
0.07,5.14,1089.13,41.18,0.19,0,13,0,49.0,60.51,211.77,0,1.0,7.0,15.0,7.0,1,13.0,0,0,25.0,24.0,6.0,14.0
0.07,5.91,1206.82,34.6,0.17,1,7,0,44.0,67.05,204.33,0,1.0,1.0,10.0,1.0,1,1.0,0,0,23.0,21.0,9.0,16.0
0.05,13.71,1923.16,10.23,0.07,1,9,2,31.0,106.84,140.23,0,1.0,2.0,16.0,3.0,1,5.0,0,0,19.0,12.0,16.0,7.0
0.01,2.0,31.02,7.75,0.5,0,2,0,6.0,1.72,15.51,0,1.0,1.0,4.0,1.0,1,1.0,0,0,4.0,2.0,4.0,2.0
0.15,24.18,11229.69,19.2,0.04,2,22,3,100.0,623.87,464.39,0,1.0,3.0,29.0,6.0,1,11.0,0,0,62.0,38.0,14.0,11.0
0.21,14.7,9198.64,42.57,0.07,6,25,0,123.0,511.04,625.76,0,1.0,3.0,34.0,3.0,1,5.0,0,0,81.0,42.0,14.0,20.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,1.0,8.0,1.0,1,1.0,0,0,0.0,0.0,0.0,0.0
0.06,4.75,876.27,38.84,0.21,1,7,0,42.0,48.68,184.48,0,1.0,1.0,10.0,1.0,1,1.0,0,0,23.0,19.0,7.0,14.0
0.0,1.5,12.0,5.33,0.67,0,0,0,4.0,0.67,8.0,1,1.0,1.0,1.0,1.0,2,1.0,0,0,3.0,1.0,3.0,1.0
0.04,6.87,745.37,15.77,0.15,0,11,0,26.0,41.41,108.42,0,1.0,2.0,11.0,2.0,3,3.0,0,0,15.0,11.0,10.0,8.0
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,1,1.0,1.0,4.0,1.0,2,1.0,0,0,3.0,1.0,3.0,1.0
0.01,2.0,69.74,17.43,0.5,1,3,0,11.0,3.87,34.87,0,1.0,1.0,6.0,1.0,1,1.0,0,0,6.0,5.0,4.0,5.0
0.0,1.5,17.41,7.74,0.67,0,4,0,5.0,0.97,11.61,0,1.0,1.0,4.0,1.0,1,1.0,0,0,3.0,2.0,3.0,2.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,4.0,14.0,5.0,1,9.0,0,0,0.0,0.0,0.0,0.0
0.34,84.0,86639.21,12.28,0.01,8,62,0,264.0,4813.29,1031.42,0,1.0,1.0,72.0,10.0,1,19.0,0,0,152.0,112.0,9.0,6.0
0.01,2.0,54.0,13.5,0.5,0,2,0,9.0,3.0,27.0,1,1.0,1.0,4.0,1.0,2,1.0,0,0,5.0,4.0,4.0,4.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,5.0,5.0,24.0,5.0,1,9.0,0,0,0.0,0.0,0.0,0.0
0.33,30.33,29872.94,32.47,0.03,2,34,0,192.0,1659.61,984.82,0,5.0,6.0,38.0,6.0,1,11.0,0,0,101.0,91.0,14.0,21.0
0.21,37.6,23152.49,16.37,0.03,4,28,6,131.0,1286.25,615.76,0,1.0,1.0,45.0,11.0,1,21.0,0,2,84.0,47.0,16.0,10.0
0.02,4.0,266.43,16.65,0.25,0,2,0,18.0,14.8,66.61,0,1.0,1.0,4.0,1.0,1,1.0,0,0,13.0,5.0,8.0,5.0
0.05,8.25,1261.63,18.54,0.12,4,20,0,36.0,70.09,152.93,0,1.0,3.0,26.0,3.0,1,4.0,0,0,24.0,12.0,11.0,8.0
2.02,158.71,962387.34,38.21,0.01,25,164,78,1069.0,53465.96,6063.82,0,30.0,14.0,270.0,45.0,1,89.0,0,1,577.0,492.0,20.0,31.0
0.02,3.5,239.86,19.58,0.29,0,0,0,18.0,13.33,68.53,1,1.0,1.0,2.0,1.0,2,1.0,0,0,11.0,7.0,7.0,7.0
0.01,2.5,75.0,12.0,0.4,0,3,1,10.0,4.17,30.0,0,1.0,1.0,6.0,1.0,1,1.0,0,0,7.0,3.0,5.0,3.0
0.02,3.5,213.31,17.41,0.29,0,3,0,17.0,11.85,60.94,0,1.0,1.0,5.0,1.0,1,1.0,0,0,10.0,7.0,6.0,6.0
0.0,1.5,12.0,5.33,0.67,0,0,0,4.0,0.67,8.0,1,1.0,1.0,2.0,1.0,2,1.0,0,0,3.0,1.0,3.0,1.0
0.33,14.15,14113.4,70.45,0.07,15,27,19,196.0,784.08,997.14,0,1.0,1.0,64.0,1.0,1,1.0,0,0,104.0,92.0,8.0,26.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,5.0,2.0,11.0,5.0,1,9.0,0,0,0.0,0.0,0.0,0.0
0.98,23.4,69110.62,126.22,0.04,26,107,93,500.0,3839.48,2953.45,0,1.0,4.0,230.0,4.0,1,7.0,0,2,266.0,234.0,10.0,50.0
0.01,3.75,94.75,6.74,0.27,0,2,0,9.0,5.26,25.27,0,1.0,1.0,4.0,1.0,1,1.0,0,0,6.0,3.0,5.0,2.0
0.02,3.75,246.48,17.53,0.27,1,4,0,19.0,13.69,65.73,0,1.0,1.0,8.0,1.0,1,1.0,0,0,10.0,9.0,5.0,6.0
0.29,15.94,14063.19,55.33,0.06,1,35,9,154.0,781.29,882.1,0,5.0,7.0,36.0,7.0,3,13.0,0,23,92.0,62.0,18.0,35.0
0.17,20.31,10242.1,24.84,0.05,4,18,8,110.0,569.01,504.35,0,1.0,2.0,32.0,3.0,1,5.0,0,0,62.0,48.0,11.0,13.0
0.12,12.63,4729.74,29.64,0.08,0,17,0,73.0,262.76,374.44,0,1.0,3.0,17.0,3.0,3,5.0,0,10,43.0,30.0,16.0,19.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,6.0,3.0,37.0,6.0,1,11.0,0,0,0.0,0.0,0.0,0.0
0.01,2.0,69.74,17.43,0.5,0,3,0,11.0,3.87,34.87,0,1.0,1.0,5.0,1.0,1,1.0,0,0,6.0,5.0,4.0,5.0
0.01,3.0,124.54,13.84,0.33,0,2,0,12.0,6.92,41.51,0,1.0,1.0,4.0,1.0,1,1.0,0,0,7.0,5.0,6.0,5.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,4.0,19.0,5.0,1,9.0,0,0,0.0,0.0,0.0,0.0
0.25,29.0,22027.09,26.19,0.03,4,38,12,136.0,1223.73,759.55,0,1.0,2.0,42.0,11.0,3,19.0,0,27,78.0,58.0,24.0,24.0
0.65,133.33,260000.0,14.63,0.01,1,32,5,390.0,14444.44,1950.0,0,26.0,11.0,38.0,26.0,1,51.0,0,0,230.0,160.0,20.0,12.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,3.0,23.0,3.0,1,5.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,5.0,3.0,19.0,5.0,1,9.0,0,0,0.0,0.0,0.0,0.0
0.35,28.24,29487.2,36.97,0.04,2,43,0,185.0,1638.18,1044.1,0,14.0,13.0,47.0,14.0,1,27.0,0,0,107.0,78.0,21.0,29.0
0.01,4.5,135.0,6.67,0.22,0,5,0,10.0,7.5,30.0,1,1.0,2.0,7.0,2.0,2,3.0,0,0,7.0,3.0,6.0,2.0
0.52,19.71,30633.64,78.83,0.05,6,70,1,259.0,1701.87,1554.0,0,1.0,6.0,79.0,6.0,1,10.0,0,0,150.0,109.0,17.0,47.0
0.07,8.85,1920.77,24.55,0.11,3,15,0,48.0,106.71,217.13,0,1.0,3.0,20.0,3.0,1,5.0,0,0,25.0,23.0,10.0,13.0
0.09,17.0,4769.15,16.5,0.06,5,10,0,59.0,264.95,280.54,0,1.0,2.0,18.0,2.0,1,3.0,0,0,39.0,20.0,17.0,10.0
0.49,27.16,40176.24,54.48,0.04,4,22,9,271.0,2232.01,1479.51,0,3.0,8.0,37.0,9.0,1,17.0,0,0,166.0,105.0,15.0,29.0
0.02,8.0,599.71,9.37,0.13,0,5,0,29.0,33.32,74.96,0,1.0,1.0,7.0,1.0,1,1.0,0,0,21.0,8.0,4.0,2.0
0.05,5.83,962.49,28.29,0.17,0,14,0,37.0,53.47,165.0,0,1.0,2.0,16.0,3.0,1,4.0,0,0,23.0,14.0,10.0,12.0
0.11,11.14,3561.59,28.68,0.09,4,14,0,68.0,197.87,319.63,0,1.0,2.0,21.0,2.0,1,3.0,0,0,42.0,26.0,12.0,14.0
0.1,8.53,2473.94,34.01,0.12,3,20,2,61.0,137.44,290.05,0,1.0,3.0,28.0,3.0,1,5.0,0,0,32.0,29.0,10.0,17.0
0.01,2.0,31.02,7.75,0.5,1,2,0,6.0,1.72,15.51,0,1.0,1.0,5.0,1.0,1,1.0,0,0,4.0,2.0,4.0,2.0
0.03,3.0,276.0,30.67,0.33,2,6,1,23.0,15.33,92.0,0,1.0,2.0,11.0,2.0,1,3.0,0,0,13.0,10.0,6.0,10.0
0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,0.0,0.0,1,1.0,1.0,4.0,1.0,2,1.0,0,0,1.0,0.0,1.0,0.0
1.75,40.59,212710.32,129.08,0.02,2,142,1,751.0,11817.24,5239.94,0,19.0,22.0,144.0,25.0,3,49.0,0,10,423.0,328.0,25.0,101.0
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,0,1.0,1.0,4.0,1.0,1,1.0,0,0,3.0,1.0,3.0,1.0
0.1,12.5,3864.18,24.73,0.08,7,18,14,63.0,214.68,309.13,0,3.0,3.0,41.0,4.0,1,7.0,0,0,38.0,25.0,15.0,15.0
0.24,11.63,8440.96,62.46,0.09,15,31,5,133.0,468.94,726.1,0,1.0,4.0,55.0,4.0,1,7.0,0,0,71.0,62.0,12.0,32.0
0.18,18.75,10019.59,28.5,0.05,2,23,0,110.0,556.64,534.38,0,3.0,3.0,27.0,4.0,1,7.0,0,0,75.0,35.0,15.0,14.0
0.11,29.0,9425.91,11.21,0.03,2,24,0,74.0,523.65,325.03,0,1.0,1.0,29.0,6.0,1,11.0,0,1,45.0,29.0,14.0,7.0
0.03,5.6,441.67,14.08,0.18,1,6,0,22.0,24.54,78.87,0,1.0,1.0,9.0,1.0,1,1.0,0,0,14.0,8.0,7.0,5.0
0.01,2.5,60.0,9.6,0.4,0,2,0,8.0,3.33,24.0,0,1.0,1.0,4.0,1.0,1,1.0,0,0,5.0,3.0,5.0,3.0
0.17,38.64,19375.47,12.98,0.03,8,26,7,97.0,1076.41,501.48,0,3.0,3.0,48.0,9.0,1,17.0,0,5,63.0,34.0,25.0,11.0
0.09,10.56,2822.18,25.3,0.09,2,12,0,55.0,156.79,267.19,0,1.0,3.0,16.0,3.0,1,5.0,0,0,29.0,26.0,13.0,16.0
0.12,11.65,4143.37,30.54,0.09,9,0,0,74.0,230.19,355.74,0,1.0,8.0,24.0,9.0,0,17.0,0,0,38.0,36.0,11.0,17.0
0.12,14.39,5338.04,25.77,0.07,5,27,0,78.0,296.56,370.88,0,1.0,1.0,34.0,5.0,1,7.0,0,0,47.0,31.0,13.0,14.0
0.0,0.5,5.8,23.22,2.0,0,6,0,5.0,0.32,11.61,1,1.0,1.0,9.0,1.0,2,1.0,0,0,1.0,4.0,1.0,4.0
0.09,13.64,3845.81,20.68,0.07,0,23,0,60.0,213.66,282.03,0,1.0,3.0,26.0,6.0,1,8.0,0,0,40.0,20.0,15.0,11.0
0.0,1.5,17.41,7.74,0.67,0,0,0,5.0,0.97,11.61,1,1.0,1.0,1.0,1.0,2,1.0,0,0,3.0,2.0,3.0,2.0
0.02,3.6,174.36,13.45,0.28,1,4,0,14.0,9.69,48.43,0,1.0,1.0,7.0,1.0,1,1.0,0,0,8.0,6.0,6.0,5.0
0.17,13.34,6737.76,37.85,0.07,7,28,1,101.0,374.32,505.0,0,3.0,8.0,38.0,10.0,1,19.0,0,0,62.0,39.0,13.0,19.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,2.0,5.0,2.0,1,3.0,0,0,0.0,0.0,0.0,0.0
2.16,65.2,423109.63,99.53,0.02,31,120,42,948.0,23506.09,6489.52,0,16.0,14.0,221.0,19.0,1,35.0,0,28,523.0,425.0,27.0,88.0
0.13,14.44,5454.93,26.17,0.07,2,18,0,77.0,303.05,377.83,0,1.0,2.0,20.0,2.0,1,3.0,0,0,44.0,33.0,14.0,16.0
0.01,5.0,90.47,3.62,0.2,0,0,0,7.0,5.03,18.09,1,1.0,2.0,2.0,2.0,2,3.0,0,0,5.0,2.0,5.0,1.0
0.06,10.0,1880.23,18.8,0.1,2,9,0,46.0,104.46,188.02,0,1.0,1.0,13.0,1.0,1,1.0,0,0,32.0,14.0,10.0,7.0
0.47,17.64,24968.83,80.26,0.06,3,26,3,266.0,1387.16,1415.63,0,34.0,34.0,34.0,34.0,1,67.0,0,0,173.0,93.0,11.0,29.0
0.01,2.0,39.3,9.83,0.5,0,2,0,7.0,2.18,19.65,0,1.0,1.0,4.0,1.0,1,1.0,0,0,4.0,3.0,4.0,3.0
0.01,3.33,140.0,12.6,0.3,1,7,4,14.0,7.78,42.0,0,1.0,1.0,8.0,1.0,3,1.0,0,4,10.0,4.0,5.0,3.0
0.2,15.0,8781.18,39.03,0.07,0,21,7,110.0,487.84,585.41,0,5.0,6.0,21.0,6.0,3,11.0,0,9,60.0,50.0,15.0,25.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,6.0,5.0,76.0,9.0,1,17.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,9.0,9.0,84.0,16.0,1,31.0,0,0,0.0,0.0,0.0,0.0
0.0,1.5,17.41,7.74,0.67,0,2,0,5.0,0.97,11.61,0,1.0,1.0,4.0,1.0,1,1.0,0,0,3.0,2.0,3.0,2.0
0.45,52.5,71083.18,25.79,0.02,40,70,39,258.0,3949.07,1353.97,0,16.0,6.0,163.0,19.0,1,37.0,0,12,153.0,105.0,19.0,19.0
0.08,7.71,1740.51,29.25,0.13,2,19,0,48.0,96.69,225.62,0,1.0,2.0,24.0,4.0,1,5.0,0,0,30.0,18.0,12.0,14.0
0.12,21.75,8111.09,17.15,0.05,2,20,0,76.0,450.62,372.92,0,7.0,2.0,25.0,7.0,1,13.0,0,0,47.0,29.0,18.0,12.0
0.16,19.94,9312.12,23.43,0.05,3,20,0,89.0,517.34,467.07,0,4.0,3.0,25.0,6.0,1,11.0,0,0,60.0,29.0,22.0,16.0
0.03,4.0,320.0,20.0,0.25,0,18,0,20.0,17.78,80.0,0,1.0,1.0,22.0,1.0,1,1.0,0,0,12.0,8.0,8.0,8.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,3.0,2.0,48.0,3.0,1,5.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,13.0,5.0,7.0,17.0,1,33.0,0,0,0.0,0.0,0.0,0.0
0.03,6.67,634.56,14.28,0.15,1,9,0,25.0,35.25,95.18,1,1.0,2.0,15.0,2.0,2,3.0,0,0,15.0,10.0,8.0,6.0
0.34,18.95,19255.97,53.64,0.05,2,23,13,175.0,1069.78,1016.29,0,4.0,2.0,25.0,6.0,3,11.0,0,8,95.0,80.0,18.0,38.0
0.04,3.27,361.18,33.72,0.31,2,6,0,27.0,20.07,110.36,1,1.0,1.0,12.0,1.0,2,1.0,0,0,15.0,12.0,6.0,11.0
0.01,2.67,67.38,9.47,0.38,0,3,0,9.0,3.74,25.27,0,1.0,1.0,5.0,1.0,1,1.0,0,0,5.0,4.0,4.0,3.0
0.03,4.64,449.4,20.85,0.22,0,7,6,27.0,24.97,96.79,0,1.0,1.0,7.0,1.0,3,1.0,0,4,14.0,13.0,5.0,7.0
0.78,65.03,152269.83,36.0,0.02,8,98,23,405.0,8459.43,2341.45,0,20.0,15.0,133.0,24.0,1,47.0,0,2,237.0,168.0,24.0,31.0
0.03,5.25,410.22,14.88,0.19,0,4,1,20.0,22.79,78.14,0,1.0,1.0,5.0,1.0,1,1.0,0,0,13.0,7.0,9.0,6.0
0.63,25.87,49177.5,73.47,0.04,6,74,0,318.0,2732.08,1900.78,0,1.0,6.0,82.0,7.0,1,13.0,0,0,166.0,152.0,16.0,47.0
0.32,20.96,19925.58,45.37,0.05,8,30,6,166.0,1106.98,950.83,0,1.0,2.0,44.0,2.0,1,3.0,0,0,91.0,75.0,19.0,34.0
0.0,1.5,17.41,7.74,0.67,0,2,0,5.0,0.97,11.61,0,1.0,1.0,5.0,1.0,1,1.0,0,0,3.0,2.0,3.0,2.0
0.03,3.21,241.98,23.42,0.31,2,10,0,21.0,13.44,75.28,0,1.0,1.0,14.0,3.0,1,5.0,0,0,12.0,9.0,5.0,7.0
0.01,1.5,31.02,13.79,0.67,0,3,0,8.0,1.72,20.68,0,1.0,1.0,5.0,1.0,1,1.0,0,0,5.0,3.0,3.0,3.0
0.04,9.64,1247.05,13.41,0.1,3,7,0,29.0,69.28,129.32,0,3.0,2.0,12.0,3.0,1,5.0,0,0,20.0,9.0,15.0,7.0
0.09,19.33,5079.01,13.59,0.05,4,18,6,69.0,282.17,262.71,0,1.0,1.0,30.0,4.0,1,7.0,0,0,40.0,29.0,8.0,6.0
0.4,11.06,13423.09,109.66,0.09,12,30,4,208.0,745.73,1213.24,0,1.0,1.0,57.0,1.0,1,1.0,0,9,104.0,104.0,10.0,47.0
0.35,17.14,18184.17,61.88,0.06,7,56,17,187.0,1010.23,1060.74,1,1.0,6.0,85.0,6.0,2,11.0,0,3,112.0,75.0,16.0,35.0
0.05,8.94,1404.74,17.59,0.11,1,7,0,37.0,78.04,157.17,0,1.0,2.0,10.0,2.0,1,3.0,0,0,24.0,13.0,11.0,8.0
0.18,14.0,7381.79,37.66,0.07,0,17,0,115.0,410.1,527.27,0,1.0,6.0,19.0,6.0,1,11.0,0,0,59.0,56.0,8.0,16.0
0.09,4.77,1267.11,55.71,0.21,3,11,0,65.0,70.4,265.69,0,1.0,1.0,16.0,1.0,1,1.0,0,0,34.0,31.0,4.0,13.0
0.22,20.24,13488.42,32.93,0.05,6,31,0,127.0,749.36,666.49,0,6.0,5.0,39.0,6.0,1,11.0,0,0,77.0,50.0,17.0,21.0
0.13,15.5,5898.55,24.55,0.06,3,26,3,83.0,327.7,380.55,0,1.0,3.0,34.0,4.0,1,7.0,0,0,52.0,31.0,12.0,12.0
0.01,0.5,7.75,31.02,2.0,0,7,0,6.0,0.43,15.51,1,1.0,1.0,11.0,1.0,2,1.0,0,0,1.0,5.0,1.0,5.0
0.02,5.0,333.04,13.32,0.2,0,3,0,18.0,18.5,66.61,0,1.0,1.0,5.0,1.0,1,1.0,0,0,15.0,3.0,10.0,3.0
0.27,36.66,29215.55,21.74,0.03,5,27,5,158.0,1623.09,797.01,0,1.0,1.0,42.0,6.0,1,11.0,0,0,89.0,69.0,17.0,16.0
0.0,1.5,17.41,7.74,0.67,0,0,0,5.0,0.97,11.61,1,1.0,1.0,2.0,1.0,2,1.0,0,0,3.0,2.0,3.0,2.0
0.04,7.86,995.59,16.12,0.13,5,11,0,31.0,55.31,126.71,0,1.0,1.0,19.0,2.0,1,3.0,0,0,20.0,11.0,10.0,7.0
0.14,11.67,4767.69,35.03,0.09,2,21,0,88.0,264.87,408.66,0,1.0,2.0,36.0,3.0,1,5.0,0,11,53.0,35.0,10.0,15.0
0.1,20.22,6132.21,15.0,0.05,2,28,0,68.0,340.68,303.24,0,5.0,1.0,32.0,7.0,1,13.0,0,0,40.0,28.0,13.0,9.0
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,0,1.0,1.0,4.0,1.0,1,1.0,0,0,3.0,1.0,3.0,1.0
0.16,11.45,5448.16,41.52,0.09,2,34,0,92.0,302.68,475.63,0,1.0,4.0,39.0,4.0,1,7.0,0,0,56.0,36.0,14.0,22.0
0.03,2.0,175.14,43.78,0.5,3,8,3,23.0,9.73,87.57,0,1.0,1.0,14.0,1.0,1,1.0,0,0,13.0,10.0,4.0,10.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,1.0,4.0,1.0,1,1.0,0,0,0.0,0.0,0.0,0.0
0.07,8.85,1920.77,24.55,0.11,3,15,0,48.0,106.71,217.13,0,1.0,3.0,20.0,3.0,1,5.0,0,0,25.0,23.0,10.0,13.0
0.06,8.25,1413.23,20.76,0.12,3,8,0,39.0,78.51,171.3,0,1.0,2.0,13.0,2.0,1,3.0,0,0,24.0,15.0,11.0,10.0
0.01,3.0,85.59,9.51,0.33,0,2,0,9.0,4.75,28.53,1,1.0,1.0,5.0,1.0,2,1.0,0,0,6.0,3.0,6.0,3.0
0.08,20.57,5211.14,12.31,0.05,3,13,0,56.0,289.51,253.32,0,7.0,1.0,21.0,7.0,1,13.0,0,0,38.0,18.0,16.0,7.0
0.02,4.67,345.37,15.86,0.21,1,5,0,20.0,19.19,74.01,0,1.0,1.0,8.0,1.0,1,1.0,0,0,12.0,8.0,7.0,6.0
