Halstead_v,McCabe_loc,Halstead_i,Halstead_e,Halstead_t,total_Opnd,uniq_Opnd,total_Op,Halstead_d,Halstead_n,defects
2968.67,112.0,44.44,198326.2,11018.12,218.0,31.0,308.0,66.81,526.0,0
635.9,31.0,45.42,8902.61,494.59,44.0,22.0,79.0,14.0,123.0,0
959.71,51.0,88.18,10445.17,580.29,78.0,43.0,88.0,10.88,166.0,0
41.51,5.0,11.86,145.3,8.07,4.0,4.0,8.0,3.5,12.0,0
128.93,10.0,34.38,483.48,26.86,15.0,10.0,18.0,3.75,33.0,0
128.93,10.0,34.38,483.48,26.86,15.0,10.0,18.0,3.75,33.0,0
374.44,24.0,29.64,4729.74,262.76,30.0,19.0,43.0,12.63,73.0,0
31.7,4.0,12.68,79.25,4.4,4.0,4.0,6.0,2.5,10.0,0
474.06,33.0,27.05,8308.53,461.58,37.0,19.0,54.0,17.53,91.0,0
272.05,17.0,43.07,1718.19,95.46,24.0,19.0,32.0,6.32,56.0,0
272.05,17.0,43.07,1718.19,95.46,24.0,19.0,32.0,6.32,56.0,0
199.71,16.0,37.72,1057.26,58.74,18.0,17.0,24.0,5.29,42.0,0
365.0,23.0,38.02,3504.0,194.67,32.0,20.0,41.0,9.6,73.0,0
199.71,16.0,37.72,1057.26,58.74,18.0,17.0,24.0,5.29,42.0,0
2952.46,109.0,74.07,117688.34,6538.24,205.0,54.0,269.0,39.86,474.0,0
405.0,24.0,30.6,5360.29,297.79,30.0,17.0,51.0,13.24,81.0,0
721.69,41.0,44.29,11760.93,653.38,55.0,27.0,78.0,16.3,133.0,0
618.39,33.0,50.48,7575.3,420.85,49.0,26.0,68.0,12.25,117.0,0
2801.85,133.0,78.71,99732.57,5540.7,195.0,63.0,241.0,35.6,436.0,0
1411.56,55.0,47.45,41993.89,2332.99,102.0,36.0,140.0,29.75,242.0,0
641.69,37.0,30.46,13517.25,750.96,51.0,23.0,68.0,21.07,119.0,0
19.65,4.0,9.83,39.3,2.18,3.0,3.0,4.0,2.0,7.0,0
19.65,4.0,9.83,39.3,2.18,3.0,3.0,4.0,2.0,7.0,0
125.1,12.0,19.25,813.14,45.17,13.0,9.0,17.0,6.5,30.0,0
60.94,5.0,17.41,213.31,11.85,7.0,6.0,10.0,3.5,17.0,0
31.7,4.0,12.68,79.25,4.4,4.0,4.0,6.0,2.5,10.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
1848.0,88.0,49.54,68939.41,3829.97,133.0,41.0,175.0,37.3,308.0,0
46.6,4.0,13.32,163.12,9.06,5.0,5.0,8.0,3.5,13.0,0
1408.34,78.0,53.0,37421.71,2078.98,93.0,42.0,140.0,26.57,233.0,0
3829.33,142.0,79.03,185548.49,10308.25,246.0,66.0,341.0,48.45,587.0,0
442.28,33.0,29.16,6707.86,372.66,35.0,15.0,57.0,15.17,92.0,0
784.35,42.0,32.89,18703.63,1039.08,62.0,26.0,80.0,23.85,142.0,0
0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
568.69,23.0,30.91,10463.93,581.33,46.0,20.0,64.0,18.4,110.0,0
36.54,4.0,12.18,109.62,6.09,4.0,4.0,7.0,3.0,11.0,0
219.62,20.0,18.15,2657.35,147.63,22.0,10.0,28.0,12.1,50.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
122.62,21.0,21.22,708.49,39.36,13.0,9.0,17.0,5.78,30.0,0
31.7,4.0,12.68,79.25,4.4,4.0,4.0,6.0,2.5,10.0,0
672.02,28.0,32.67,13824.4,768.02,54.0,21.0,75.0,20.57,129.0,0
672.86,38.0,40.36,11218.59,623.26,51.0,26.0,73.0,16.67,124.0,0
487.54,28.0,50.0,4753.49,264.08,42.0,28.0,49.0,9.75,91.0,0
199.71,16.0,37.72,1057.26,58.74,18.0,17.0,24.0,5.29,42.0,0
545.0,24.0,25.74,11541.18,641.18,48.0,17.0,61.0,21.18,109.0,0
0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
812.67,48.0,35.06,18839.28,1046.63,68.0,22.0,88.0,23.18,156.0,0
850.16,49.0,36.72,19683.15,1093.51,71.0,23.0,91.0,23.15,162.0,0
812.67,48.0,35.06,18839.28,1046.63,68.0,22.0,88.0,23.18,156.0,0
640.76,56.0,20.77,19763.53,1097.97,47.0,16.0,76.0,30.84,123.0,0
812.67,48.0,35.06,18839.28,1046.63,68.0,22.0,88.0,23.18,156.0,0
806.51,48.0,33.21,19586.63,1088.15,68.0,21.0,88.0,24.29,156.0,0
806.51,49.0,33.21,19586.63,1088.15,68.0,21.0,88.0,24.29,156.0,0
613.11,51.0,25.31,14852.51,825.14,51.0,20.0,65.0,24.23,116.0,0
420.6,37.0,47.06,3759.12,208.84,39.0,24.0,43.0,8.94,82.0,0
3092.42,144.0,91.89,104067.72,5781.54,209.0,59.0,283.0,33.65,492.0,0
60.94,5.0,17.41,213.31,11.85,7.0,6.0,10.0,3.5,17.0,0
1260.14,64.0,50.11,31688.88,1760.49,90.0,34.0,130.0,25.15,220.0,0
183.4,17.0,22.92,1467.19,81.51,16.0,12.0,24.0,8.0,40.0,0
212.61,18.0,25.77,1754.01,97.45,18.0,12.0,29.0,8.25,47.0,0
60.94,5.0,17.41,213.31,11.85,7.0,6.0,10.0,3.5,17.0,0
60.94,5.0,17.41,213.31,11.85,7.0,6.0,10.0,3.5,17.0,0
381.47,22.0,40.8,3566.77,198.15,34.0,20.0,43.0,9.35,77.0,0
381.47,22.0,40.8,3566.77,198.15,34.0,20.0,43.0,9.35,77.0,0
204.33,20.0,14.37,2906.02,161.45,16.0,9.0,28.0,14.22,44.0,0
353.11,28.0,33.95,3672.32,204.02,32.0,20.0,38.0,10.4,70.0,0
158.32,12.0,37.11,675.52,37.53,16.0,15.0,19.0,4.27,35.0,0
393.59,20.0,55.21,2806.18,155.9,35.0,27.0,40.0,7.13,75.0,0
74.01,11.0,15.86,345.37,19.19,8.0,6.0,12.0,4.67,20.0,0
65.73,9.0,19.72,219.1,12.17,8.0,6.0,11.0,3.33,19.0,0
425.73,40.0,50.21,3609.84,200.55,37.0,24.0,46.0,8.48,83.0,0
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.87,5.0,17.43,69.74,3.87,5.0,5.0,6.0,2.0,11.0,0
34.87,5.0,17.43,69.74,3.87,5.0,5.0,6.0,2.0,11.0,0
4.75,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0
333.67,25.0,43.05,2585.93,143.66,31.0,20.0,37.0,7.75,68.0,0
53.77,8.0,12.8,225.85,12.55,6.0,5.0,9.0,4.2,15.0,0
65.73,8.0,19.72,219.1,12.17,8.0,6.0,11.0,3.33,19.0,0
407.0,40.0,47.28,3503.71,194.65,36.0,23.0,44.0,8.61,80.0,0
247.25,18.0,24.73,2472.54,137.36,25.0,15.0,27.0,10.0,52.0,0
247.25,19.0,24.73,2472.54,137.36,25.0,15.0,27.0,10.0,52.0,0
123.19,10.0,13.78,1101.01,61.17,13.0,8.0,16.0,8.94,29.0,0
445.88,21.0,23.78,8360.2,464.46,40.0,16.0,50.0,18.75,90.0,0
635.93,30.0,28.77,14057.46,780.97,56.0,19.0,69.0,22.11,125.0,0
1066.79,49.0,34.91,32596.51,1810.92,75.0,27.0,117.0,30.56,190.0,0
310.0,19.0,24.23,3966.18,220.34,29.0,17.0,33.0,12.79,62.0,0
408.6,23.0,26.5,6299.19,349.95,37.0,18.0,44.0,15.42,81.0,0
92.0,10.0,13.01,650.57,36.14,11.0,7.0,12.0,7.07,23.0,0
310.0,19.0,24.23,3966.18,220.34,29.0,17.0,33.0,12.79,62.0,0
408.6,25.0,26.5,6299.19,349.95,37.0,18.0,44.0,15.42,81.0,0
341.32,24.0,27.58,4223.86,234.66,33.0,16.0,38.0,12.38,71.0,0
310.0,19.0,24.23,3966.18,220.34,29.0,17.0,33.0,12.79,62.0,0
408.6,23.0,26.5,6299.19,349.95,37.0,18.0,44.0,15.42,81.0,0
734.13,26.0,31.64,17031.8,946.21,58.0,20.0,84.0,23.2,142.0,0
341.32,22.0,27.58,4223.86,234.66,33.0,16.0,38.0,12.38,71.0,0
191.76,19.0,13.97,2631.31,146.18,19.0,9.0,24.0,13.72,43.0,0
771.0,23.0,34.3,17329.12,962.73,59.0,21.0,89.0,22.48,148.0,0
1179.57,52.0,36.18,38462.28,2136.79,83.0,28.0,128.0,32.61,209.0,0
123.19,10.0,13.78,1101.01,61.17,13.0,8.0,16.0,8.94,29.0,0
400.0,21.0,22.86,7000.0,388.89,35.0,16.0,45.0,17.5,80.0,0
310.0,19.0,24.23,3966.18,220.34,29.0,17.0,33.0,12.79,62.0,0
408.6,23.0,26.5,6299.19,349.95,37.0,18.0,44.0,15.42,81.0,0
156.08,12.0,18.36,1326.68,73.7,17.0,11.0,18.0,8.5,35.0,0
1044.1,47.0,36.97,29487.2,1638.18,78.0,29.0,107.0,28.24,185.0,0
1162.89,51.0,39.92,33873.85,1881.88,86.0,31.0,118.0,29.13,204.0,0
123.19,10.0,13.78,1101.01,61.17,13.0,8.0,16.0,8.94,29.0,0
499.4,25.0,24.68,10105.41,561.41,43.0,17.0,56.0,20.24,99.0,0
310.0,19.0,24.23,3966.18,220.34,29.0,17.0,33.0,12.79,62.0,0
408.6,23.0,26.5,6299.19,349.95,37.0,18.0,44.0,15.42,81.0,0
310.0,19.0,24.23,3966.18,220.34,29.0,17.0,33.0,12.79,62.0,0
408.6,23.0,26.5,6299.19,349.95,37.0,18.0,44.0,15.42,81.0,0
123.19,10.0,13.78,1101.01,61.17,13.0,8.0,16.0,8.94,29.0,0
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
407.27,34.0,42.13,3936.96,218.72,29.0,18.0,54.0,9.67,83.0,0
1077.98,56.0,38.5,30183.34,1676.85,84.0,30.0,107.0,28.0,191.0,0
2416.28,136.0,63.32,92199.99,5122.22,150.0,57.0,226.0,38.16,376.0,0
5926.88,243.0,112.39,312552.12,17364.01,323.0,98.0,521.0,52.73,844.0,0
463.78,42.0,34.78,6183.75,343.54,32.0,12.0,72.0,13.33,104.0,0
384.5,33.0,28.93,5110.68,283.93,29.0,12.0,56.0,13.29,85.0,0
410.27,33.0,35.17,4786.46,265.91,28.0,12.0,64.0,11.67,92.0,0
1363.63,83.0,61.98,29999.94,1666.66,88.0,26.0,170.0,22.0,258.0,0
412.08,39.0,47.87,3547.51,197.08,36.0,23.0,45.0,8.61,81.0,0
133.98,12.0,19.14,937.86,52.1,14.0,10.0,17.0,7.0,31.0,0
133.98,12.0,19.14,937.86,52.1,14.0,10.0,17.0,7.0,31.0,0
285.4,32.0,31.13,2616.2,145.34,22.0,12.0,42.0,9.17,64.0,0
356.75,36.0,34.25,3716.19,206.46,25.0,12.0,55.0,10.42,80.0,0
109.39,11.0,27.35,437.57,24.31,12.0,9.0,16.0,4.0,28.0,0
530.0,23.0,25.24,11130.0,618.33,42.0,16.0,64.0,21.0,106.0,0
485.0,36.0,45.4,5180.68,287.82,47.0,22.0,50.0,10.68,97.0,0
387.74,25.0,35.84,4194.69,233.04,34.0,22.0,41.0,10.82,75.0,0
883.57,60.0,34.28,22774.73,1265.26,65.0,29.0,90.0,25.78,155.0,0
31.7,4.0,12.68,79.25,4.4,4.0,4.0,6.0,2.5,10.0,0
398.35,33.0,44.96,3529.86,196.1,29.0,18.0,53.0,8.86,82.0,0
180.94,19.0,13.79,2374.87,131.94,14.0,8.0,26.0,13.13,40.0,0
434.27,24.0,19.85,9499.74,527.76,35.0,16.0,49.0,21.88,84.0,0
434.27,24.0,19.85,9499.74,527.76,35.0,16.0,49.0,21.88,84.0,0
388.42,19.0,19.62,7690.68,427.26,33.0,15.0,44.0,19.8,77.0,0
434.27,25.0,19.85,9499.74,527.76,35.0,16.0,49.0,21.88,84.0,0
180.94,19.0,13.79,2374.87,131.94,14.0,8.0,26.0,13.13,40.0,0
667.43,35.0,66.95,6653.45,369.64,58.0,32.0,65.0,9.97,123.0,0
228.33,21.0,35.58,1465.09,81.39,21.0,18.0,26.0,6.42,47.0,0
1251.02,47.0,31.22,50122.29,2784.57,97.0,23.0,135.0,40.07,232.0,0
2968.67,112.0,44.44,198326.2,11018.12,218.0,31.0,308.0,66.81,526.0,0
0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1392.68,70.0,57.74,33593.77,1866.32,105.0,37.0,137.0,24.12,242.0,0
292.3,19.0,40.24,2123.0,117.94,23.0,19.0,36.0,7.26,59.0,0
269.88,17.0,36.8,1979.11,109.95,22.0,18.0,33.0,7.33,55.0,0
269.88,18.0,36.8,1979.11,109.95,22.0,18.0,33.0,7.33,55.0,0
269.88,17.0,36.8,1979.11,109.95,22.0,18.0,33.0,7.33,55.0,0
269.88,17.0,36.8,1979.11,109.95,22.0,18.0,33.0,7.33,55.0,0
269.88,19.0,36.8,1979.11,109.95,22.0,18.0,33.0,7.33,55.0,0
292.3,20.0,40.24,2123.0,117.94,23.0,19.0,36.0,7.26,59.0,0
1664.53,74.0,46.32,59818.99,3323.28,115.0,32.0,177.0,35.94,292.0,0
421.97,25.0,35.36,5034.82,279.71,35.0,22.0,46.0,11.93,81.0,0
60.94,5.0,17.41,213.31,11.85,7.0,6.0,10.0,3.5,17.0,0
845.19,52.0,44.27,16135.47,896.42,70.0,33.0,79.0,19.09,149.0,0
269.88,18.0,36.8,1979.11,109.95,22.0,18.0,33.0,7.33,55.0,0
1838.53,73.0,56.68,59634.32,3313.02,115.0,39.0,195.0,32.43,310.0,0
292.3,18.0,40.24,2123.0,117.94,23.0,19.0,36.0,7.26,59.0,0
269.88,17.0,36.8,1979.11,109.95,22.0,18.0,33.0,7.33,55.0,0
649.67,36.0,30.57,13805.54,766.97,51.0,24.0,68.0,21.25,119.0,0
19.65,4.0,9.83,39.3,2.18,3.0,3.0,4.0,2.0,7.0,0
19.65,4.0,9.83,39.3,2.18,3.0,3.0,4.0,2.0,7.0,0
154.29,9.0,61.71,385.72,21.43,13.0,13.0,24.0,2.5,37.0,0
204.46,12.0,18.99,2201.88,122.33,20.0,13.0,23.0,10.77,43.0,0
0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
466.15,29.0,51.79,4195.39,233.08,42.0,21.0,53.0,9.0,95.0,0
949.83,52.0,53.34,16913.19,939.62,69.0,31.0,102.0,17.81,171.0,0
412.18,31.0,40.68,4176.02,232.0,35.0,19.0,49.0,10.13,84.0,0
786.16,48.0,45.86,13477.0,748.72,60.0,28.0,84.0,17.14,144.0,0
269.34,24.0,38.31,1893.82,105.21,25.0,16.0,33.0,7.03,58.0,0
252.66,18.0,46.14,1383.64,76.87,23.0,21.0,28.0,5.48,51.0,0
53.77,8.0,12.8,225.85,12.55,6.0,5.0,9.0,4.2,15.0,0
65.73,8.0,19.72,219.1,12.17,8.0,6.0,11.0,3.33,19.0,0
146.95,9.0,55.1,391.85,21.77,16.0,15.0,18.0,2.67,34.0,0
36.54,4.0,12.18,109.62,6.09,4.0,4.0,7.0,3.0,11.0,0
5402.69,231.0,91.89,317656.99,17647.61,331.0,76.0,477.0,58.8,808.0,0
438.86,29.0,19.25,10006.06,555.89,38.0,15.0,49.0,22.8,87.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
60.94,8.0,17.41,213.31,11.85,7.0,6.0,10.0,3.5,17.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
31.7,4.0,12.68,79.25,4.4,4.0,4.0,6.0,2.5,10.0,0
584.16,38.0,42.59,8011.33,445.07,48.0,28.0,59.0,13.71,107.0,0
519.67,32.0,41.9,6446.06,358.11,43.0,26.0,54.0,12.4,97.0,0
60.94,5.0,17.41,213.31,11.85,7.0,6.0,10.0,3.5,17.0,0
46.51,7.0,15.5,139.52,7.75,6.0,5.0,8.0,3.0,14.0,0
580.09,40.0,27.28,12333.82,685.21,47.0,21.0,62.0,21.26,109.0,0
603.94,39.0,30.46,11973.76,665.21,48.0,23.0,64.0,19.83,112.0,0
474.17,33.0,18.38,12233.66,679.65,43.0,15.0,51.0,25.8,94.0,0
181.52,11.0,27.23,1210.14,67.23,20.0,12.0,22.0,6.67,42.0,0
83.76,12.0,13.96,502.57,27.92,9.0,6.0,13.0,6.0,22.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
232.79,12.0,30.26,1790.71,99.48,25.0,13.0,28.0,7.69,53.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
400.0,21.0,22.86,7000.0,388.89,35.0,16.0,45.0,17.5,80.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
66.61,6.0,16.3,271.98,15.11,7.0,6.0,11.0,4.08,18.0,0
597.25,46.0,25.22,14145.41,785.86,45.0,19.0,68.0,23.68,113.0,0
19.65,4.0,9.83,39.3,2.18,3.0,3.0,4.0,2.0,7.0,0
19.65,4.0,9.83,39.3,2.18,3.0,3.0,4.0,2.0,7.0,0
125.1,12.0,19.25,813.14,45.17,13.0,9.0,17.0,6.5,30.0,0
539.11,31.0,23.82,12200.93,677.83,43.0,19.0,59.0,22.63,102.0,0
1110.5,65.0,62.44,19750.95,1097.28,83.0,42.0,105.0,17.79,188.0,0
0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34.87,5.0,17.43,69.74,3.87,5.0,5.0,6.0,2.0,11.0,0
39.86,5.0,15.95,99.66,5.54,5.0,5.0,7.0,2.5,12.0,0
355.0,25.0,38.17,3301.5,183.42,31.0,20.0,40.0,9.3,71.0,0
272.48,18.0,45.78,1621.91,90.11,25.0,21.0,30.0,5.95,55.0,0
5242.33,221.0,101.79,269979.99,14998.89,309.0,90.0,450.0,51.5,759.0,0
60.94,5.0,17.41,213.31,11.85,7.0,6.0,10.0,3.5,17.0,0
60.94,5.0,17.41,213.31,11.85,7.0,6.0,10.0,3.5,17.0,0
60.94,5.0,17.41,213.31,11.85,7.0,6.0,10.0,3.5,17.0,0
137.61,7.0,21.17,894.45,49.69,13.0,9.0,20.0,6.5,33.0,0
4247.7,131.0,67.31,268068.45,14892.69,267.0,55.0,403.0,63.11,670.0,0
3124.75,123.0,48.41,201710.52,11206.14,223.0,38.0,306.0,64.55,529.0,0
531.77,55.0,53.73,5262.73,292.37,41.0,29.0,57.0,9.9,98.0,0
468.33,28.0,36.97,5932.18,329.57,38.0,24.0,50.0,12.67,88.0,0
539.23,30.0,39.83,7300.37,405.58,44.0,26.0,56.0,13.54,100.0,0
419.83,26.0,36.79,4791.59,266.2,35.0,23.0,45.0,11.41,80.0,0
539.23,26.0,39.83,7300.37,405.58,44.0,26.0,56.0,13.54,100.0,0
144.43,7.0,20.0,1043.09,57.95,13.0,9.0,21.0,7.22,34.0,0
144.43,7.0,20.0,1043.09,57.95,13.0,9.0,21.0,7.22,34.0,0
144.43,7.0,20.0,1043.09,57.95,13.0,9.0,21.0,7.22,34.0,0
41.51,4.0,11.86,145.3,8.07,4.0,4.0,8.0,3.5,12.0,0
144.43,7.0,20.0,1043.09,57.95,13.0,9.0,21.0,7.22,34.0,0
41.51,4.0,11.86,145.3,8.07,4.0,4.0,8.0,3.5,12.0,0
41.51,4.0,11.86,145.3,8.07,4.0,4.0,8.0,3.5,12.0,0
41.51,4.0,11.86,145.3,8.07,4.0,4.0,8.0,3.5,12.0,0
544.79,24.0,26.92,11024.08,612.45,43.0,17.0,65.0,20.24,108.0,0
19.65,4.0,9.83,39.3,2.18,3.0,3.0,4.0,2.0,7.0,0
19.65,4.0,9.83,39.3,2.18,3.0,3.0,4.0,2.0,7.0,0
265.93,20.0,17.27,4095.29,227.52,22.0,10.0,36.0,15.4,58.0,0
682.44,47.0,36.56,12738.85,707.71,49.0,21.0,82.0,18.67,131.0,0
376.04,26.0,22.23,6361.26,353.4,29.0,12.0,51.0,16.92,80.0,0
368.24,32.0,44.64,3037.99,168.78,33.0,22.0,40.0,8.25,73.0,0
155.59,11.0,23.77,1018.4,56.58,16.0,11.0,20.0,6.55,36.0,0
129.66,10.0,13.3,1264.16,70.23,13.0,8.0,17.0,9.75,30.0,0
46.51,7.0,15.5,139.52,7.75,6.0,5.0,8.0,3.0,14.0,0
129.66,10.0,13.3,1264.16,70.23,13.0,8.0,17.0,9.75,30.0,0
129.66,10.0,13.3,1264.16,70.23,13.0,8.0,17.0,9.75,30.0,0
129.66,10.0,13.3,1264.16,70.23,13.0,8.0,17.0,9.75,30.0,0
1134.42,54.0,38.24,33654.31,1869.68,89.0,30.0,112.0,29.67,201.0,0
156.08,12.0,18.36,1326.68,73.7,17.0,11.0,18.0,8.5,35.0,0
1196.5,57.0,37.55,38122.89,2117.94,88.0,29.0,124.0,31.86,212.0,0
46.51,6.0,15.5,139.52,7.75,6.0,5.0,8.0,3.0,14.0,0
53.77,8.0,12.8,225.85,12.55,6.0,5.0,9.0,4.2,15.0,0
36.54,5.0,12.18,109.62,6.09,4.0,4.0,7.0,3.0,11.0,0
141.78,7.0,25.32,793.95,44.11,14.0,10.0,20.0,5.6,34.0,0
55.35,7.0,18.98,161.44,8.97,7.0,6.0,9.0,2.92,16.0,0
766.13,46.0,32.25,18195.59,1010.87,55.0,22.0,88.0,23.75,143.0,0
766.13,46.0,32.25,18195.59,1010.87,55.0,22.0,88.0,23.75,143.0,0
1255.68,58.0,60.45,26082.67,1449.04,91.0,46.0,116.0,20.77,207.0,0
1312.88,61.0,59.16,29136.9,1618.72,93.0,44.0,125.0,22.19,218.0,0
1333.15,59.0,62.82,28294.07,1571.89,95.0,47.0,124.0,21.22,219.0,0
65.73,9.0,19.72,219.1,12.17,8.0,6.0,11.0,3.33,19.0,0
264.7,29.0,16.04,4367.55,242.64,22.0,10.0,35.0,16.5,57.0,0
145.95,7.0,26.06,817.31,45.41,14.0,10.0,21.0,5.6,35.0,0
162.85,15.0,38.17,694.82,38.6,16.0,15.0,20.0,4.27,36.0,0
50.19,5.0,14.34,175.66,9.76,5.0,5.0,9.0,3.5,14.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
144.43,7.0,20.0,1043.09,57.95,13.0,9.0,21.0,7.22,34.0,0
994.24,40.0,44.19,22370.43,1242.8,70.0,28.0,110.0,22.5,180.0,0
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1836.01,120.0,55.45,60796.23,3377.57,117.0,53.0,171.0,33.11,288.0,0
264.4,21.0,38.07,1836.14,102.01,25.0,18.0,30.0,6.94,55.0,0
293.25,23.0,27.07,3176.86,176.49,25.0,15.0,36.0,10.83,61.0,0
1125.75,64.0,70.36,18011.96,1000.66,82.0,41.0,111.0,16.0,193.0,0
239.75,22.0,23.78,2417.47,134.3,22.0,12.0,31.0,10.08,53.0,0
14287.69,591.0,152.95,1334647.45,74147.08,697.0,97.0,1361.0,93.41,2058.0,0
48.43,7.0,13.45,174.36,9.69,6.0,5.0,8.0,3.6,14.0,0
667.43,47.0,24.98,17829.93,990.55,51.0,21.0,72.0,26.71,123.0,0
53.77,8.0,12.8,225.85,12.55,6.0,5.0,9.0,4.2,15.0,0
3404.12,129.0,70.14,165213.31,9178.52,208.0,60.0,319.0,48.53,527.0,0
276.48,18.0,17.55,4354.63,241.92,18.0,8.0,44.0,15.75,62.0,0
0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27.0,4.0,9.0,81.0,4.5,2.0,2.0,7.0,3.0,9.0,0
540.0,50.0,22.98,12690.0,705.0,47.0,16.0,61.0,23.5,108.0,0
549.45,22.0,18.31,16483.38,915.74,42.0,14.0,66.0,30.0,108.0,0
422.26,17.0,43.07,4139.97,230.0,41.0,23.0,42.0,9.8,83.0,0
1779.86,63.0,77.83,40702.66,2261.26,158.0,38.0,159.0,22.87,317.0,0
267.19,20.0,30.28,2357.55,130.97,25.0,17.0,30.0,8.82,55.0,0
994.35,65.0,50.93,19414.7,1078.59,71.0,40.0,96.0,19.53,167.0,0
487.54,32.0,31.36,7578.99,421.05,36.0,22.0,55.0,15.55,91.0,0
995.79,42.0,40.99,24191.92,1344.0,59.0,17.0,142.0,24.29,201.0,0
171.3,18.0,22.25,1319.01,73.28,14.0,10.0,25.0,7.7,39.0,0
1425.11,72.0,45.73,44408.26,2467.13,92.0,31.0,158.0,31.16,250.0,0
1353.01,87.0,72.16,25368.9,1409.38,110.0,44.0,120.0,18.75,230.0,0
1695.72,83.0,69.74,41232.7,2290.71,126.0,57.0,143.0,24.32,269.0,0
2593.26,84.0,64.93,103571.6,5753.98,206.0,49.0,220.0,39.94,426.0,0
3908.94,152.0,109.59,139425.57,7745.87,251.0,95.0,313.0,35.67,564.0,0
3424.1,150.0,98.49,119047.18,6613.73,230.0,86.0,273.0,34.77,503.0,0
2504.48,76.0,71.77,87390.38,4855.02,205.0,47.0,214.0,34.89,419.0,0
483.28,29.0,42.73,5466.1,303.67,41.0,29.0,47.0,11.31,88.0,0
950.83,44.0,45.37,19925.58,1106.98,75.0,34.0,91.0,20.96,166.0,0
1525.51,49.0,79.65,29217.49,1623.19,113.0,59.0,129.0,19.15,242.0,0
1227.01,48.0,63.9,23561.24,1308.96,95.0,47.0,108.0,19.2,203.0,0
513.69,23.0,43.78,6027.31,334.85,44.0,30.0,49.0,11.73,93.0,0
88.0,8.0,13.69,565.71,31.43,10.0,7.0,12.0,6.43,22.0,0
556.86,29.0,42.22,7344.82,408.05,51.0,29.0,51.0,13.19,102.0,0
134.89,6.0,30.91,588.59,32.7,16.0,11.0,17.0,4.36,33.0,0
191.44,11.0,16.75,2187.86,121.55,20.0,7.0,29.0,11.43,49.0,0
470.46,28.0,38.91,5688.33,316.02,38.0,22.0,53.0,12.09,91.0,0
398.08,20.0,35.75,4433.21,246.29,35.0,22.0,42.0,11.14,77.0,0
2198.77,80.0,83.89,57631.0,3201.72,166.0,57.0,187.0,26.21,353.0,0
191.44,11.0,16.75,2187.86,121.55,20.0,7.0,29.0,11.43,49.0,0
267.19,15.0,45.67,1563.06,86.84,26.0,20.0,29.0,5.85,55.0,0
16.25,5.0,10.84,24.38,1.35,2.0,2.0,5.0,1.5,7.0,0
80.0,10.0,13.71,466.67,25.93,7.0,6.0,13.0,5.83,20.0,0
403.82,27.0,16.37,9960.84,553.38,37.0,12.0,47.0,24.67,84.0,0
366.61,29.0,16.8,7998.78,444.38,24.0,11.0,50.0,21.82,74.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
261.33,21.0,29.42,2321.93,129.0,21.0,13.0,36.0,8.88,57.0,0
0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
181.11,19.0,20.33,1613.53,89.64,14.0,11.0,25.0,8.91,39.0,0
224.66,21.0,29.25,1725.82,95.88,13.0,11.0,36.0,7.68,49.0,0
577.71,17.0,36.76,9078.23,504.35,44.0,14.0,82.0,15.71,126.0,0
