Halstead_n,Halstead_v,Halstead_l,Halstead_d,Halstead_i,Halstead_e,Halstead_b,Halstead_t,Halstead_lOCode,Halstead_lOComment,Halstead_lOBlank,SOFTWARE,defects
25.0,104.25,0.14,7.07,14.74,737.18,0.03,40.95,7,0,2,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,1,0
111.0,609.6,0.05,21.04,28.97,12828.01,0.2,712.67,37,4,5,1,0
84.0,379.98,0.08,12.83,29.61,4876.4,0.13,270.91,15,0,3,1,0
108.0,501.54,0.07,14.14,35.46,7093.16,0.17,394.06,19,0,4,1,0
62.0,284.27,0.04,25.0,11.37,7106.69,0.09,394.82,17,6,2,1,0
86.0,463.74,0.06,17.73,26.16,8220.83,0.15,456.71,23,3,7,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
102.0,505.33,0.04,24.89,20.3,12579.06,0.17,698.84,19,0,4,1,0
55.0,229.35,0.06,17.29,13.27,3964.41,0.08,220.24,12,0,2,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
11.0,34.87,0.4,2.5,13.95,87.17,0.01,4.84,2,0,0,1,0
68.0,303.24,0.05,20.22,15.0,6132.21,0.1,340.68,28,0,2,1,0
21.0,69.76,0.11,9.33,7.47,651.1,0.02,36.17,8,0,3,1,0
27.0,102.8,0.08,12.5,8.22,1284.98,0.03,71.39,12,0,3,1,0
114.0,559.39,0.03,30.0,18.65,16781.57,0.19,932.31,25,0,5,1,0
34.0,132.83,0.08,12.0,11.07,1594.01,0.04,88.56,17,1,2,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
15.0,53.77,0.24,4.2,12.8,225.85,0.02,12.55,4,0,1,1,0
9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,1,0
27.0,99.91,0.21,4.71,21.19,471.01,0.03,26.17,15,0,1,1,0
26.0,104.0,0.09,11.0,9.45,1144.0,0.03,63.56,10,0,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
43.0,182.66,0.15,6.87,26.57,1255.79,0.06,69.77,19,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
13.0,41.21,0.4,2.5,16.48,103.02,0.01,5.72,9,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
60.0,291.48,0.1,10.16,28.7,2960.33,0.1,164.46,18,0,4,1,0
52.0,216.84,0.06,16.0,13.55,3469.38,0.07,192.74,16,0,0,1,0
72.0,342.35,0.07,13.46,25.43,4609.52,0.11,256.07,17,0,2,1,0
31.0,138.24,0.1,10.5,13.17,1451.54,0.05,80.64,8,0,1,1,0
121.0,605.0,0.05,22.1,27.38,13370.5,0.2,742.81,27,0,4,1,0
6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,1,0
7.0,19.65,0.33,3.0,6.55,58.95,0.01,3.28,2,0,1,1,0
78.0,374.97,0.03,28.8,13.02,10799.24,0.12,599.96,18,0,5,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
74.0,308.57,0.03,39.0,7.91,12034.4,0.1,668.58,23,1,3,1,0
61.0,267.93,0.14,7.38,36.28,1978.57,0.09,109.92,26,0,2,1,0
26.0,108.42,0.1,10.0,10.84,1084.18,0.04,60.23,10,4,2,1,0
88.0,447.7,0.04,23.57,18.99,10552.85,0.15,586.27,29,0,1,1,0
29.0,120.93,0.12,8.64,13.99,1045.16,0.04,58.06,13,0,1,1,0
29.0,120.93,0.12,8.64,13.99,1045.16,0.04,58.06,13,0,1,1,0
24.0,96.0,0.13,7.5,12.8,720.0,0.03,40.0,3,0,0,1,0
30.0,117.21,0.09,11.0,10.66,1289.27,0.04,71.63,10,0,1,1,0
27.0,99.91,0.09,11.25,8.88,1124.01,0.03,62.44,12,0,2,1,0
31.0,121.11,0.11,9.0,13.46,1090.02,0.04,60.56,12,0,1,1,0
101.0,485.54,0.03,30.91,15.71,15007.69,0.16,833.76,34,3,4,1,0
59.0,283.63,0.06,16.0,17.73,4538.14,0.09,252.12,11,0,1,1,0
47.0,218.26,0.08,12.73,17.15,2777.87,0.07,154.33,10,0,1,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
74.0,325.03,0.03,29.0,11.21,9425.91,0.11,523.65,24,0,2,1,0
42.0,181.52,0.08,12.0,15.13,2178.25,0.06,121.01,9,0,3,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
112.0,549.57,0.05,20.0,27.48,10991.43,0.18,610.64,30,3,7,1,0
82.0,423.93,0.08,12.4,34.19,5256.78,0.14,292.04,16,0,1,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,1,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,1,0
7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,1,0
69.0,307.7,0.04,22.75,13.53,7000.19,0.1,388.9,12,0,2,1,0
77.0,366.13,0.06,16.69,21.93,6111.49,0.12,339.53,29,3,4,1,0
9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,1,0
6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,1,0
43.0,182.66,0.15,6.87,26.57,1255.79,0.06,69.77,19,0,0,1,0
8.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,1,0
477.0,3006.9,0.02,48.57,61.91,146033.38,1.0,8112.97,109,16,40,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
27.0,116.69,0.1,10.5,11.11,1225.27,0.04,68.07,6,0,1,1,0
24.0,100.08,0.1,10.4,9.62,1040.81,0.03,57.82,6,0,1,1,0
10.0,33.22,0.29,3.5,9.49,116.27,0.01,6.46,3,0,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
42.0,181.52,0.1,9.78,18.56,1774.87,0.06,98.6,10,2,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
7.0,19.65,0.33,3.0,6.55,58.95,0.01,3.28,2,0,0,1,0
122.0,684.99,0.06,16.9,40.54,11574.05,0.23,643.0,44,0,2,1,0
194.0,1150.56,0.06,17.19,66.92,19781.84,0.38,1098.99,51,7,5,1,0
13.0,39.0,0.3,3.33,11.7,130.0,0.01,7.22,3,0,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
85.0,384.5,0.05,18.67,20.6,7177.38,0.13,398.74,14,3,1,1,0
211.0,1045.33,0.06,17.38,60.14,18168.93,0.35,1009.38,21,0,0,1,0
8.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,1,0
8.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,1,0
5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,1,0
5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
138.0,707.84,0.1,10.04,70.51,7105.64,0.24,394.76,47,1,2,1,0
56.0,256.76,0.05,19.17,13.4,4921.19,0.09,273.4,20,0,1,1,0
44.0,199.04,0.09,11.7,17.01,2328.73,0.07,129.37,11,0,2,1,0
80.0,410.34,0.07,15.35,26.73,6299.97,0.14,350.0,28,0,1,1,0
62.0,310.0,0.09,11.5,26.96,3565.0,0.1,198.06,28,0,1,1,0
72.0,349.77,0.09,11.38,30.75,3978.69,0.12,221.04,23,0,0,1,0
50.0,242.9,0.13,7.93,30.62,1927.0,0.08,107.06,16,0,2,1,0
150.0,792.81,0.04,26.27,30.18,20829.29,0.26,1157.18,46,0,3,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
91.0,466.76,0.05,20.78,22.46,9699.96,0.16,538.89,32,0,5,1,0
6.0,13.93,0.5,2.0,6.97,27.86,0.0,1.55,2,0,0,1,0
21.0,79.95,0.09,11.0,7.27,879.5,0.03,48.86,7,3,2,1,0
19.0,70.31,0.1,10.0,7.03,703.08,0.02,39.06,7,0,2,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
23.0,94.01,0.14,7.33,12.82,689.42,0.03,38.3,4,0,2,1,0
54.0,240.81,0.08,13.13,18.35,3160.62,0.08,175.59,21,0,2,1,0
22.0,88.0,0.15,6.67,13.2,586.67,0.03,32.59,4,0,2,1,0
126.0,624.23,0.03,29.75,20.98,18570.8,0.21,1031.71,26,0,17,1,0
626.0,3810.75,0.01,66.7,57.13,254177.14,1.27,14120.95,128,2,56,1,0
760.0,5221.48,0.02,44.02,118.61,229858.51,1.74,12769.92,225,49,27,1,0
68.0,340.0,0.12,8.11,41.88,2760.48,0.11,153.36,25,0,5,1,0
36.0,150.12,0.08,12.0,12.51,1801.41,0.05,100.08,13,0,2,1,0
7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
122.0,644.82,0.06,15.65,41.2,10092.82,0.21,560.71,40,0,2,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
104.0,505.23,0.06,17.06,29.61,8620.49,0.17,478.92,21,3,2,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
19.0,74.23,0.22,4.57,16.23,339.34,0.02,18.85,5,0,3,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
102.0,505.33,0.04,24.89,20.3,12579.06,0.17,698.84,19,0,4,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
30.0,120.0,0.1,10.0,12.0,1200.0,0.04,66.67,13,7,3,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
74.0,359.49,0.03,32.22,11.16,11583.59,0.12,643.53,21,0,4,1,0
191.0,1083.43,0.05,18.51,58.52,20058.99,0.36,1114.39,65,0,1,1,0
26.0,98.99,0.17,6.0,16.5,593.95,0.03,33.0,4,0,2,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
32.0,133.44,0.11,9.43,14.15,1258.13,0.04,69.9,8,1,3,1,0
105.0,538.57,0.06,17.94,30.01,9664.42,0.18,536.91,20,0,4,1,0
38.0,161.42,0.14,7.2,22.42,1162.23,0.05,64.56,13,0,3,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,1,0
6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,1,0
47.0,206.44,0.13,7.5,27.53,1548.29,0.07,86.02,17,0,1,1,0
47.0,206.44,0.13,7.5,27.53,1548.29,0.07,86.02,17,0,1,1,0
125.0,641.16,0.04,24.94,25.71,15988.94,0.21,888.27,32,9,8,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
46.0,205.13,0.08,13.0,15.78,2666.74,0.07,148.15,18,1,3,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
43.0,182.66,0.15,6.87,26.57,1255.79,0.06,69.77,19,0,0,1,0
6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,1,0
27.0,108.0,0.2,5.0,21.6,540.0,0.04,30.0,4,1,1,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
14.0,50.19,0.29,3.5,14.34,175.66,0.02,9.76,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
12.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,2,0,0,1,0
18.0,68.53,0.29,3.5,19.58,239.86,0.02,13.33,3,0,0,1,0
18.0,68.53,0.29,3.5,19.58,239.86,0.02,13.33,2,0,0,1,0
13.0,46.6,0.29,3.5,13.32,163.12,0.02,9.06,2,0,0,1,0
53.0,239.75,0.11,9.17,26.15,2197.7,0.08,122.09,19,0,4,1,0
52.0,241.48,0.15,6.75,35.77,1629.99,0.08,90.56,9,0,1,1,0
36.0,155.59,0.15,6.55,23.77,1018.4,0.05,56.58,8,0,3,1,0
238.0,1190.0,0.02,41.22,28.87,49054.44,0.4,2725.25,44,0,2,1,0
23.0,85.11,0.08,13.33,6.38,1134.8,0.03,63.04,6,0,1,1,0
9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,1,0
9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,1,0
7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,1,0
27.0,110.36,0.11,9.17,12.04,1011.65,0.04,56.2,10,0,1,1,0
7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,1,0
7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,1,0
19.0,65.73,0.19,5.25,12.52,345.08,0.02,19.17,3,0,0,1,0
8.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,1,0
7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,1,0
7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,1,0
22.0,81.41,0.12,8.33,9.77,678.41,0.03,37.69,9,0,0,1,0
43.0,185.84,0.13,8.0,23.23,1486.74,0.06,82.6,16,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
33.0,134.89,0.13,7.86,17.17,1059.82,0.04,58.88,5,0,2,1,0
50.0,204.37,0.06,16.5,12.39,3372.16,0.07,187.34,12,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
7.0,19.65,0.33,3.0,6.55,58.95,0.01,3.28,3,0,0,1,0
147.0,842.0,0.05,21.1,39.9,17769.19,0.28,987.18,58,0,5,1,0
55.0,258.51,0.08,12.25,21.1,3166.92,0.09,175.94,19,0,4,1,0
35.0,153.73,0.17,5.91,26.02,908.41,0.05,50.47,10,0,3,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
20.0,80.0,0.17,5.83,13.71,466.67,0.03,25.93,7,0,0,1,0
12.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,2,0,0,1,0
233.0,1381.86,0.04,23.9,57.81,33029.87,0.46,1834.99,42,8,7,1,0
54.0,259.6,0.09,11.5,22.57,2985.37,0.09,165.85,20,0,1,1,0
74.0,330.0,0.05,19.25,17.14,6352.46,0.11,352.91,14,4,2,1,0
50.0,235.02,0.1,10.0,23.5,2350.22,0.08,130.57,16,0,5,1,0
38.0,178.62,0.11,9.33,19.14,1667.09,0.06,92.62,9,0,2,1,0
36.0,165.06,0.11,8.86,18.62,1463.02,0.06,81.28,9,0,4,1,0
56.0,282.49,0.07,14.93,18.92,4217.11,0.09,234.28,16,0,3,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
107.0,600.77,0.09,10.91,55.07,6553.9,0.2,364.11,23,0,1,1,0
64.0,300.83,0.08,12.83,23.44,3860.63,0.1,214.48,19,4,5,1,0
54.0,253.82,0.09,11.5,22.07,2918.97,0.08,162.17,21,4,5,1,0
55.0,229.35,0.11,9.5,24.14,2178.79,0.08,121.04,12,0,2,1,0
136.0,691.89,0.04,25.78,26.84,17835.51,0.23,990.86,53,2,8,1,0
60.0,275.1,0.05,20.0,13.75,5501.96,0.09,305.66,22,2,3,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
461.0,2665.21,0.02,52.54,50.73,140031.41,0.89,7779.52,109,29,27,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,1,0
32.0,125.02,0.13,8.0,15.63,1000.16,0.04,55.56,8,0,1,1,0
43.0,185.84,0.16,6.11,30.41,1135.71,0.06,63.09,18,0,0,1,0
126.0,641.02,0.04,27.23,23.54,17457.12,0.21,969.84,23,2,7,1,0
9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,1,0
48.0,220.08,0.06,16.0,13.75,3521.25,0.07,195.63,12,3,0,1,0
9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,1,0
45.0,187.65,0.25,4.0,46.91,750.59,0.06,41.7,13,0,0,1,0
53.0,249.12,0.05,18.89,13.19,4705.66,0.08,261.43,17,0,2,1,0
11.0,33.0,0.5,2.0,16.5,66.0,0.01,3.67,3,0,1,1,0
9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
172.0,927.48,0.05,20.56,45.12,19064.84,0.31,1059.16,47,9,11,1,0
66.0,317.29,0.07,14.42,22.0,4576.23,0.11,254.24,15,6,3,1,0
7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,1,0
12.0,39.86,0.21,4.67,8.54,186.03,0.01,10.33,3,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
37.0,167.37,0.14,7.09,23.6,1186.82,0.06,65.93,9,0,1,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,1,0
9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,1,0
9.0,28.53,0.29,3.5,8.15,99.85,0.01,5.55,2,0,0,1,0
9.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,1,0
28.0,122.98,0.15,6.6,18.63,811.7,0.04,45.09,12,0,1,1,0
258.0,1536.18,0.03,30.73,49.99,47209.52,0.51,2622.75,47,1,10,1,0
215.0,1231.5,0.04,23.14,53.22,28495.61,0.41,1583.09,40,6,7,1,0
80.0,376.04,0.06,17.0,22.12,6392.6,0.13,355.14,12,2,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
43.0,185.84,0.13,8.0,23.23,1486.74,0.06,82.6,16,0,0,1,0
9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
66.0,285.25,0.08,12.27,23.24,3500.76,0.1,194.49,15,0,5,1,0
80.0,384.59,0.04,22.41,17.16,8618.28,0.13,478.79,23,1,1,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
115.0,599.09,0.05,19.98,29.99,11966.77,0.2,664.82,22,3,3,1,0
102.0,535.29,0.06,16.0,33.46,8564.62,0.18,475.81,26,0,4,1,0
25.0,89.62,0.28,3.57,25.09,320.09,0.03,17.78,9,0,0,1,0
38.0,148.46,0.1,10.0,14.85,1484.62,0.05,82.48,18,0,0,1,0
27.0,110.36,0.08,12.0,9.2,1324.34,0.04,73.57,10,0,2,1,0
35.0,136.74,0.15,6.86,19.94,937.65,0.05,52.09,5,0,2,1,0
203.0,996.1,0.01,87.5,11.38,87158.64,0.33,4842.15,17,4,2,1,0
29.0,107.31,0.32,3.12,34.34,335.35,0.04,18.63,17,0,0,1,0
95.0,470.65,0.05,21.25,22.15,10001.28,0.16,555.63,48,0,2,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
43.0,185.84,0.13,7.5,24.78,1393.82,0.06,77.43,13,0,1,1,0
60.0,294.41,0.14,7.0,42.06,2060.88,0.1,114.49,28,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
52.0,235.23,0.11,9.17,25.66,2156.23,0.08,119.79,17,0,0,1,0
27.0,105.49,0.13,8.0,13.19,843.89,0.04,46.88,6,0,3,1,0
64.0,293.44,0.08,13.0,22.57,3814.69,0.1,211.93,20,0,6,1,0
123.0,615.0,0.03,29.57,20.8,18186.43,0.21,1010.36,25,0,4,1,0
177.0,988.54,0.04,24.24,40.78,23963.53,0.33,1331.31,35,0,7,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
20.0,80.0,0.15,6.6,12.12,528.0,0.03,29.33,4,0,4,1,0
13.0,44.97,0.23,4.38,10.28,196.76,0.01,10.93,2,0,0,1,0
20.0,74.01,0.18,5.6,13.22,414.45,0.02,23.02,5,0,2,1,0
25.0,89.62,0.13,8.0,11.2,716.99,0.03,39.83,4,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,0,1,0
7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,0,0,0,1,0
5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,1,0
5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,1,0
29.0,120.93,0.08,13.0,9.3,1572.06,0.04,87.34,6,0,1,1,0
31.0,118.03,0.33,3.0,39.34,354.08,0.04,19.67,6,0,3,1,0
37.0,159.91,0.29,3.43,46.64,548.27,0.05,30.46,10,0,2,1,0
30.0,131.77,0.21,4.88,27.03,642.38,0.04,35.69,9,0,1,1,0
529.0,3499.18,0.02,50.74,68.97,177532.0,1.17,9862.89,118,0,6,1,0
86.0,417.79,0.16,6.36,65.65,2658.64,0.14,147.7,17,0,5,1,0
503.0,3179.93,0.01,71.67,44.37,227894.97,1.06,12660.83,124,0,13,1,0
29.0,125.34,0.12,8.25,15.19,1034.02,0.04,57.45,9,0,0,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
30.0,131.77,0.11,8.94,14.74,1177.69,0.04,65.43,10,0,0,1,0
16.0,55.35,0.44,2.29,24.22,126.52,0.02,7.03,4,0,1,1,0
85.0,428.77,0.16,6.08,70.52,2606.94,0.14,144.83,19,4,5,1,0
31.0,140.23,0.07,13.71,10.23,1923.16,0.05,106.84,9,2,1,1,0
81.0,405.0,0.16,6.17,65.68,2497.5,0.14,138.75,18,4,5,1,0
31.0,140.23,0.07,13.71,10.23,1923.16,0.05,106.84,9,2,1,1,0
11.0,34.87,0.25,4.0,8.72,139.48,0.01,7.75,4,2,1,1,0
5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,1,0,1,0
5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,1,0,1,0
54.0,247.59,0.17,5.75,43.06,1423.63,0.08,79.09,11,1,3,1,0
168.0,938.27,0.06,17.55,53.47,16465.18,0.31,914.73,59,8,7,1,0
43.0,191.76,0.13,8.0,23.97,1534.04,0.06,85.22,9,0,2,1,0
46.0,213.62,0.1,10.18,20.98,2175.01,0.07,120.83,9,0,2,1,0
41.0,185.47,0.12,8.18,22.67,1517.45,0.06,84.3,9,0,2,1,0
40.0,178.38,0.13,7.5,23.78,1337.83,0.06,74.32,8,0,2,1,0
47.0,215.49,0.13,7.62,28.3,1641.06,0.07,91.17,10,0,3,1,0
42.0,189.99,0.14,7.33,25.91,1393.26,0.06,77.4,9,0,3,1,0
40.0,178.38,0.13,7.5,23.78,1337.83,0.06,74.32,8,0,2,1,0
40.0,178.38,0.13,7.5,23.78,1337.83,0.06,74.32,8,0,2,1,0
