Halstead_d,Halstead_e,Halstead_i,Halstead_n,Halstead_t,Halstead_v,McCabe_loc,McCabe_v(g),total_Op,uniq_Opnd,defects
1.5,17.41,7.74,5.0,0.97,11.61,4.0,1.0,3.0,2.0,0
0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0
2.0,50.53,12.63,9.0,2.81,25.27,7.0,1.0,6.0,3.0,0
1.5,31.02,13.79,8.0,1.72,20.68,5.0,1.0,5.0,3.0,0
2.0,50.53,12.63,9.0,2.81,25.27,5.0,1.0,6.0,3.0,0
13.75,1396.71,7.39,26.0,77.6,101.58,10.0,3.0,16.0,4.0,0
0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0
2.5,224.06,35.85,25.0,12.45,89.62,21.0,4.0,15.0,8.0,0
53.31,73933.93,26.02,241.0,4107.43,1386.93,89.0,14.0,142.0,26.0,0
15.0,5667.46,25.19,77.0,314.86,377.83,35.0,9.0,47.0,15.0,0
15.0,6256.29,27.81,85.0,347.57,417.09,59.0,9.0,55.0,15.0,0
8.0,1498.37,23.41,42.0,83.24,187.3,21.0,3.0,26.0,11.0,0
7.92,1623.98,25.91,46.0,90.22,205.13,16.0,2.0,27.0,12.0,0
5.33,806.76,28.36,35.0,44.82,151.27,15.0,2.0,19.0,12.0,0
5.33,806.76,28.36,35.0,44.82,151.27,15.0,2.0,19.0,12.0,0
6.46,1050.23,25.15,35.0,58.35,162.53,10.0,2.0,21.0,13.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
2.0,39.3,9.83,7.0,2.18,19.65,5.0,1.0,4.0,3.0,0
12.0,1733.15,12.04,34.0,96.29,144.43,18.0,3.0,20.0,7.0,0
1.5,17.41,7.74,5.0,0.97,11.61,4.0,1.0,3.0,2.0,0
6.11,1132.67,30.37,41.0,62.93,185.47,17.0,2.0,22.0,14.0,0
4.92,756.83,31.23,35.0,42.05,153.73,15.0,2.0,19.0,13.0,0
4.92,756.83,31.23,35.0,42.05,153.73,15.0,2.0,19.0,13.0,0
0.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0
13.42,4995.78,27.74,72.0,277.54,372.23,26.0,4.0,42.0,19.0,0
10.91,4064.76,34.16,71.0,225.82,372.6,26.0,4.0,41.0,22.0,0
5.7,1123.77,34.59,43.0,62.43,197.15,18.0,2.0,24.0,15.0,0
21.47,13988.36,30.34,127.0,777.13,651.42,46.0,7.0,76.0,19.0,0
21.86,13747.33,28.78,119.0,763.74,628.96,45.0,4.0,68.0,21.0,0
1.5,17.41,7.74,5.0,0.97,11.61,4.0,1.0,3.0,2.0,0
7.5,1371.28,24.38,41.0,76.18,182.84,18.0,2.0,23.0,12.0,0
5.0,488.51,19.54,23.0,27.14,97.7,12.0,2.0,14.0,9.0,0
11.92,3320.36,23.38,60.0,184.46,278.63,23.0,4.0,38.0,12.0,0
8.5,1797.92,24.88,45.0,99.88,211.52,16.0,3.0,28.0,13.0,0
7.5,1375.49,24.45,40.0,76.42,183.4,15.0,3.0,25.0,12.0,0
16.58,9617.54,34.99,115.0,534.31,580.11,29.0,6.0,70.0,19.0,0
3.5,133.19,10.87,11.0,7.4,38.05,5.0,1.0,7.0,4.0,0
1.5,31.02,13.79,8.0,1.72,20.68,5.0,1.0,5.0,3.0,0
12.0,1835.1,12.74,36.0,101.95,152.93,18.0,3.0,22.0,7.0,0
3.0,104.61,11.62,11.0,5.81,34.87,4.0,1.0,8.0,3.0,0
6.3,406.53,10.24,18.0,22.59,64.53,9.0,2.0,9.0,5.0,0
68.0,80603.62,17.43,244.0,4477.98,1185.35,70.0,10.0,148.0,12.0,0
14.45,24764.74,118.6,266.0,1375.82,1713.82,48.0,8.0,147.0,70.0,0
0.0,0.0,0.0,0.0,0.0,0.0,534.0,44.0,0.0,0.0,0
4.67,328.11,15.07,19.0,18.23,70.31,14.0,2.0,11.0,6.0,0
7.79,1832.8,30.19,52.0,101.82,235.23,40.0,6.0,35.0,12.0,0
6.75,549.52,12.06,22.0,30.53,81.41,7.0,1.0,16.0,4.0,0
26.6,16239.18,22.95,120.0,902.18,610.5,47.0,6.0,78.0,15.0,0
12.38,3078.85,20.1,55.0,171.05,248.8,19.0,4.0,28.0,12.0,0
7.0,627.37,12.8,25.0,34.85,89.62,9.0,3.0,11.0,6.0,0
28.33,21262.85,26.49,143.0,1181.27,750.45,81.0,8.0,92.0,18.0,0
19.8,10387.42,26.5,104.0,577.08,524.62,31.0,4.0,71.0,15.0,0
28.47,19411.73,23.95,129.0,1078.43,681.82,57.0,8.0,85.0,17.0,0
30.15,18457.34,20.3,126.0,1025.41,612.11,45.0,14.0,77.0,13.0,0
12.0,1634.74,11.35,38.0,90.82,136.23,17.0,2.0,26.0,4.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,44.0,10.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,51.0,7.0,0.0,0.0,0
14.77,4520.16,20.72,63.0,251.12,306.05,28.0,6.0,39.0,13.0,0
0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,0.0,0.0,0
19.13,6596.53,18.03,71.0,366.47,344.92,29.0,6.0,44.0,12.0,0
17.0,5066.95,17.53,62.0,281.5,298.06,25.0,5.0,40.0,11.0,0
30.88,38930.03,40.84,227.0,2162.78,1260.89,84.0,15.0,136.0,28.0,0
9.0,2411.64,29.77,62.0,133.98,267.96,34.0,5.0,35.0,12.0,0
5.25,183.06,6.64,11.0,10.17,34.87,4.0,2.0,8.0,2.0,0
6.0,430.2,11.95,20.0,23.9,71.7,11.0,2.0,14.0,4.0,0
12.0,3256.96,22.62,60.0,180.94,271.41,22.0,6.0,38.0,11.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
79.69,91920.19,14.48,255.0,5106.68,1153.51,61.0,1.0,170.0,8.0,0
53.2,139720.91,49.37,463.0,7762.27,2626.33,143.0,15.0,311.0,30.0,0
22.2,10750.61,21.81,96.0,597.26,484.26,30.0,2.0,59.0,15.0,0
8.0,718.87,11.23,23.0,39.94,89.86,11.0,1.0,15.0,5.0,0
10.83,1473.33,12.55,34.0,81.85,136.0,10.0,1.0,21.0,6.0,0
15.0,3631.98,16.14,57.0,201.78,242.13,21.0,2.0,30.0,9.0,0
19.5,17019.53,44.76,164.0,945.53,872.8,51.0,2.0,99.0,25.0,0
10.5,2703.86,24.52,63.0,150.21,257.51,16.0,1.0,33.0,10.0,0
65.33,48284.58,11.31,171.0,2682.48,739.05,42.0,2.0,115.0,6.0,0
86.33,84699.71,11.36,227.0,4705.54,981.08,52.0,2.0,153.0,6.0,0
65.33,48284.58,11.31,171.0,2682.48,739.05,42.0,2.0,115.0,6.0,0
75.83,65221.5,11.34,199.0,3623.42,860.06,47.0,2.0,134.0,6.0,0
86.33,84699.71,11.36,227.0,4705.54,981.08,52.0,2.0,153.0,6.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
9.18,2808.48,33.35,63.0,156.03,306.05,21.0,4.0,37.0,17.0,0
15.75,6800.95,27.42,88.0,377.83,431.81,18.0,2.0,52.0,16.0,0
14.5,5018.88,23.87,72.0,278.83,346.13,13.0,2.0,43.0,14.0,0
6.5,806.0,19.08,31.0,44.78,124.0,27.0,2.0,18.0,8.0,0
2.5,49.13,7.86,7.0,2.73,19.65,4.0,1.0,5.0,2.0,0
3.0,85.59,9.51,9.0,4.75,28.53,4.0,1.0,6.0,3.0,0
15.13,3212.5,14.04,50.0,178.47,212.4,14.0,3.0,28.0,8.0,0
2.92,357.65,42.04,30.0,19.87,122.62,8.0,1.0,16.0,12.0,0
45.83,152296.93,72.52,556.0,8460.94,3323.37,105.0,6.0,308.0,46.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
2.0,69.74,17.43,11.0,3.87,34.87,5.0,1.0,6.0,5.0,0
5.5,481.63,15.92,23.0,26.76,87.57,13.0,2.0,12.0,7.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0
11.55,6351.53,47.61,111.0,352.86,549.92,44.0,7.0,69.0,20.0,0
33.0,46338.35,42.55,244.0,2574.35,1404.19,88.0,12.0,148.0,32.0,0
0.0,0.0,0.0,0.0,0.0,0.0,41.0,4.0,0.0,0.0,0
36.75,55028.43,40.74,259.0,3057.13,1497.37,57.0,10.0,140.0,34.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,0
11.45,3005.29,22.91,58.0,166.96,262.37,17.0,3.0,37.0,11.0,0
20.31,12185.89,29.55,117.0,676.99,600.13,34.0,5.0,74.0,18.0,0
8.79,2416.5,31.25,56.0,134.25,274.79,20.0,2.0,33.0,17.0,0
16.0,5417.21,21.16,69.0,300.96,338.58,40.0,6.0,41.0,14.0,0
0.0,0.0,0.0,0.0,0.0,0.0,26.0,6.0,0.0,0.0,0
27.38,53556.22,71.43,317.0,2975.35,1955.87,95.0,11.0,184.0,51.0,0
6.55,1046.69,24.43,37.0,58.15,159.91,16.0,2.0,21.0,11.0,0
14.61,7644.07,35.82,99.0,424.67,523.25,32.0,4.0,57.0,23.0,0
6.92,1377.95,28.75,44.0,76.55,199.04,15.0,1.0,26.0,13.0,0
3.0,269.58,29.95,23.0,14.98,89.86,14.0,1.0,11.0,10.0,0
20.63,14346.93,33.73,129.0,797.05,695.61,58.0,8.0,74.0,24.0,0
45.5,141989.04,68.59,501.0,7888.28,3120.64,172.0,32.0,325.0,50.0,0
4.08,520.37,31.21,30.0,28.91,127.44,11.0,2.0,16.0,12.0,0
7.82,2492.83,40.81,65.0,138.49,318.95,20.0,1.0,38.0,19.0,0
48.59,128029.05,54.23,418.0,7112.72,2634.98,119.0,16.0,241.0,51.0,0
47.36,171338.24,76.37,569.0,9518.79,3617.45,159.0,30.0,326.0,59.0,0
9.46,4220.54,47.15,85.0,234.47,446.07,26.0,2.0,44.0,26.0,0
9.29,4416.31,51.22,96.0,245.35,475.6,28.0,1.0,57.0,21.0,0
13.0,4637.13,27.44,72.0,257.62,356.7,17.0,3.0,36.0,18.0,0
5.91,830.55,23.79,32.0,46.14,140.55,20.0,2.0,19.0,11.0,0
12.35,4773.51,31.28,78.0,265.2,386.43,28.0,3.0,48.0,17.0,0
19.5,12301.49,32.35,124.0,683.42,630.85,14.0,7.0,85.0,17.0,0
47.25,112870.64,50.56,443.0,6270.59,2388.8,22.0,17.0,317.0,24.0,0
0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,0.0,0.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
4.2,210.8,11.95,14.0,11.71,50.19,5.0,1.0,8.0,5.0,0
3.5,246.08,20.09,19.0,13.67,70.31,7.0,1.0,13.0,6.0,0
3.5,293.17,23.93,22.0,16.29,83.76,8.0,1.0,15.0,7.0,0
4.0,392.4,24.52,24.0,21.8,98.1,11.0,3.0,15.0,9.0,0
14.55,3319.78,15.69,48.0,184.43,228.23,20.0,4.0,28.0,11.0,0
14.88,3613.12,16.32,50.0,200.73,242.9,20.0,4.0,29.0,12.0,0
14.0,3365.15,17.17,50.0,186.95,240.37,21.0,4.0,29.0,12.0,0
35.24,45835.82,36.91,226.0,2546.43,1300.6,84.0,13.0,131.0,31.0,0
3.0,124.54,13.84,12.0,6.92,41.51,5.0,1.0,7.0,5.0,0
8.9,3161.19,39.87,71.0,175.62,355.0,41.0,3.0,37.0,21.0,0
5.83,466.67,13.71,20.0,25.93,80.0,8.0,3.0,13.0,6.0,0
14.5,4590.98,21.84,71.0,255.05,316.62,29.0,3.0,42.0,11.0,0
22.5,25795.81,50.95,210.0,1433.1,1146.48,54.0,7.0,123.0,29.0,0
15.44,3593.74,15.08,53.0,199.65,232.79,20.0,11.0,34.0,8.0,0
5.83,466.67,13.71,20.0,25.93,80.0,8.0,3.0,13.0,6.0,0
8.36,1047.45,15.0,29.0,58.19,125.34,11.0,4.0,20.0,7.0,0
10.42,3344.57,30.82,72.0,185.81,321.08,22.0,3.0,47.0,12.0,0
12.55,5794.71,36.81,88.0,321.93,461.82,52.0,11.0,57.0,21.0,0
9.56,2626.63,28.75,56.0,145.92,274.79,24.0,7.0,31.0,17.0,0
9.81,5879.93,61.04,115.0,326.66,599.09,25.0,3.0,62.0,27.0,0
25.37,51041.71,79.3,324.0,2835.65,2011.86,105.0,31.0,187.0,54.0,0
0.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,0.0,0.0,0
20.42,13810.22,33.13,117.0,767.23,676.42,41.0,6.0,68.0,30.0,0
0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,0
18.13,10080.24,30.65,99.0,560.01,555.86,35.0,6.0,58.0,26.0,0
19.38,8914.89,23.75,89.0,495.27,460.12,30.0,3.0,58.0,16.0,0
7.86,917.38,14.86,28.0,50.97,116.76,14.0,4.0,18.0,7.0,0
20.12,9776.63,24.16,94.0,543.15,485.97,36.0,5.0,58.0,17.0,0
6.42,629.47,15.29,24.0,34.97,98.1,15.0,3.0,17.0,6.0,0
6.86,902.99,19.2,31.0,50.17,131.69,20.0,4.0,23.0,7.0,0
55.0,69078.63,22.84,236.0,3837.7,1255.98,50.0,10.0,146.0,18.0,0
5.0,103.4,4.14,8.0,5.74,20.68,4.0,1.0,6.0,1.0,0
2.0,23.22,5.8,5.0,1.29,11.61,4.0,1.0,4.0,1.0,0
19.25,3384.34,9.13,45.0,188.02,175.81,14.0,7.0,31.0,4.0,0
4.0,113.74,7.11,11.0,6.32,28.43,5.0,1.0,7.0,2.0,0
18.06,11270.8,34.57,126.0,626.16,624.23,16.0,5.0,76.0,18.0,0
12.0,1634.74,11.35,38.0,90.82,136.23,9.0,1.0,26.0,4.0,0
55.81,110624.55,35.51,353.0,6145.81,1981.99,117.0,19.0,216.0,27.0,0
55.37,105000.81,34.25,336.0,5833.38,1896.34,114.0,18.0,206.0,27.0,0
39.24,37586.82,24.41,180.0,2088.15,957.95,41.0,8.0,109.0,19.0,0
52.66,63604.37,22.94,224.0,3533.58,1207.88,54.0,10.0,137.0,19.0,0
35.17,85429.53,69.07,380.0,4746.09,2429.08,116.0,20.0,214.0,59.0,0
18.75,12893.4,36.67,132.0,716.3,687.65,38.0,7.0,77.0,22.0,0
21.09,18539.72,41.67,161.0,1029.98,878.97,48.0,9.0,94.0,27.0,0
9.0,3532.96,43.62,80.0,196.28,392.55,21.0,3.0,44.0,20.0,0
1.5,31.02,13.79,8.0,1.72,20.68,5.0,1.0,5.0,3.0,0
35.08,25765.15,20.94,141.0,1431.4,734.53,68.0,9.0,103.0,13.0,0
12.86,2350.76,14.22,41.0,130.6,182.84,13.0,4.0,29.0,7.0,0
12.86,2350.76,14.22,41.0,130.6,182.84,13.0,4.0,29.0,7.0,0
37.5,23264.66,16.54,120.0,1292.48,620.39,20.0,3.0,87.0,11.0,0
35.0,17850.0,14.57,102.0,991.67,510.0,26.0,8.0,60.0,12.0,0
24.31,25035.29,42.37,191.0,1390.85,1029.93,67.0,15.0,112.0,26.0,0
27.75,42185.83,54.78,268.0,2343.66,1520.21,86.0,19.0,157.0,34.0,0
0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,0
8.91,1530.78,19.29,37.0,85.04,171.82,14.0,4.0,23.0,11.0,0
4.38,393.13,20.54,23.0,21.84,89.86,9.0,1.0,13.0,8.0,0
6.25,228.1,5.84,13.0,12.67,36.5,9.0,1.0,8.0,2.0,0
4.67,345.37,15.86,20.0,19.19,74.01,8.0,1.0,12.0,6.0,0
36.83,23652.83,17.43,144.0,1314.05,642.16,42.0,2.0,93.0,9.0,0
24.0,15269.0,26.51,137.0,848.28,636.21,30.0,4.0,105.0,10.0,0
9.92,2097.57,21.33,45.0,116.53,211.52,17.0,4.0,28.0,12.0,0
3.75,149.49,10.63,12.0,8.3,39.86,7.0,1.0,7.0,4.0,0
6.0,387.18,10.75,18.0,21.51,64.53,13.0,2.0,12.0,4.0,0
28.52,30097.64,37.01,190.0,1672.09,1055.37,79.0,7.0,113.0,27.0,0
3.0,155.42,17.27,14.0,8.63,51.81,6.0,2.0,7.0,7.0,0
35.7,16802.16,13.18,95.0,933.45,470.65,24.0,9.0,61.0,10.0,0
35.7,16802.16,13.18,95.0,933.45,470.65,24.0,9.0,61.0,10.0,0
2.0,120.46,30.11,19.0,6.69,60.23,24.0,1.0,11.0,6.0,0
5.0,460.0,18.4,23.0,25.56,92.0,16.0,4.0,17.0,6.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
20.57,9690.41,22.9,96.0,538.36,471.06,43.0,7.0,60.0,14.0,0
15.5,6122.5,25.48,79.0,340.14,395.0,36.0,4.0,48.0,16.0,0
1.88,63.17,17.97,12.0,3.51,33.69,18.0,1.0,7.0,4.0,0
9.0,732.69,9.05,22.0,40.7,81.41,9.0,2.0,14.0,4.0,0
8.17,651.1,9.76,24.0,36.17,79.73,8.0,1.0,17.0,3.0,0
14.96,12065.36,53.91,156.0,670.3,806.51,59.0,12.0,88.0,25.0,0
0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,0.0,0.0,0
2.0,44.92,11.23,8.0,2.5,22.46,7.0,2.0,5.0,3.0,0
14.67,1928.06,8.96,38.0,107.11,131.46,10.0,1.0,27.0,3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0,0.0,0.0,0
17.97,25467.91,78.91,242.0,1414.88,1417.63,78.0,10.0,139.0,43.0,0
0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0
26.28,92753.23,134.27,495.0,5152.96,3529.0,121.0,16.0,275.0,113.0,0
16.2,16181.61,61.66,172.0,898.98,998.87,43.0,5.0,91.0,40.0,0
21.94,32097.36,66.7,268.0,1783.19,1463.13,97.0,4.0,151.0,32.0,0
21.87,30737.51,64.26,259.0,1707.64,1405.4,95.0,4.0,146.0,31.0,0
24.67,14550.07,23.91,115.0,808.34,589.87,46.0,8.0,81.0,15.0,0
17.85,10693.71,33.56,115.0,594.09,599.09,33.0,8.0,79.0,20.0,0
30.12,25980.4,28.64,158.0,1443.36,862.59,65.0,12.0,106.0,21.0,0
17.18,18775.16,63.62,204.0,1043.06,1092.94,65.0,3.0,130.0,28.0,0
4.28,496.22,27.12,29.0,27.57,116.0,17.0,3.0,18.0,9.0,0
4.58,712.12,33.99,36.0,39.56,155.59,23.0,2.0,19.0,13.0,0
4.25,653.36,36.17,35.0,36.3,153.73,16.0,2.0,18.0,14.0,0
4.59,955.89,45.3,46.0,53.1,208.08,26.0,3.0,25.0,16.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
8.67,1891.6,25.18,47.0,105.09,218.26,18.0,2.0,31.0,12.0,0
7.15,1099.18,21.5,35.0,61.07,153.73,15.0,1.0,22.0,10.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
6.0,430.2,11.95,20.0,23.9,71.7,11.0,2.0,14.0,4.0,0
6.21,1951.54,50.54,64.0,108.42,314.04,14.0,1.0,35.0,21.0,0
0.0,0.0,0.0,0.0,0.0,0.0,26.0,11.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,87.0,13.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,46.0,9.0,0.0,0.0,0
21.21,25685.77,57.09,218.0,1426.99,1210.9,54.0,11.0,118.0,33.0,0
12.0,2852.47,19.81,55.0,158.47,237.71,15.0,3.0,31.0,10.0,0
4.5,338.78,16.73,21.0,18.82,75.28,7.0,1.0,12.0,6.0,0
5.5,433.78,14.34,22.0,24.1,78.87,12.0,2.0,11.0,6.0,0
10.08,2189.4,21.53,48.0,121.63,217.13,16.0,3.0,26.0,12.0,0
0.0,0.0,0.0,0.0,0.0,0.0,44.0,13.0,0.0,0.0,0
18.13,7344.0,22.33,81.0,408.0,405.0,44.0,4.0,49.0,15.0,0
9.17,990.0,11.78,27.0,55.0,108.0,12.0,2.0,16.0,6.0,0
8.0,562.59,8.79,18.0,31.26,70.32,7.0,2.0,10.0,5.0,0
9.9,871.2,8.89,22.0,48.4,88.0,8.0,2.0,13.0,5.0,0
8.25,708.15,10.4,21.0,39.34,85.84,7.0,2.0,12.0,6.0,0
10.0,1667.97,16.68,40.0,92.67,166.8,12.0,3.0,20.0,9.0,0
26.54,25506.11,36.22,174.0,1417.01,961.1,42.0,4.0,105.0,26.0,0
23.59,47913.05,86.09,336.0,2661.84,2030.92,131.0,6.0,200.0,49.0,0
0.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,35.0,9.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,31.0,9.0,0.0,0.0,0
7.2,639.44,12.33,24.0,35.52,88.81,10.0,1.0,15.0,5.0,0
7.0,2633.07,53.74,81.0,146.28,376.15,31.0,1.0,45.0,18.0,0
48.85,212008.39,88.86,595.0,11778.24,4340.3,119.0,37.0,336.0,114.0,0
9.5,4590.87,50.87,87.0,255.05,483.25,33.0,14.0,59.0,28.0,0
18.75,15068.12,42.86,150.0,837.12,803.63,37.0,5.0,85.0,26.0,0
9.43,4533.97,51.0,98.0,251.89,480.88,23.0,3.0,54.0,21.0,0
9.6,3257.16,35.34,74.0,180.95,339.29,27.0,3.0,42.0,15.0,0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0
8.8,1314.18,16.97,34.0,73.01,149.34,12.0,3.0,18.0,10.0,0
0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0
2.0,54.0,13.5,9.0,3.0,27.0,5.0,1.0,5.0,4.0,0
5.91,1206.82,34.6,44.0,67.05,204.33,10.0,1.0,23.0,16.0,0
20.79,26594.77,61.51,229.0,1477.49,1278.96,69.0,6.0,128.0,34.0,0
7.23,2290.22,43.77,71.0,127.23,316.62,19.0,1.0,40.0,15.0,0
0.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,34.0,11.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,0.0,0.0,0
23.55,41558.92,74.92,293.0,2308.83,1764.55,74.0,2.0,160.0,48.0,0
6.67,685.32,15.42,27.0,38.07,102.8,11.0,1.0,17.0,6.0,0
0.0,0.0,0.0,0.0,0.0,0.0,139.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,0
10.43,21081.02,193.93,331.0,1171.17,2021.92,85.0,1.0,172.0,61.0,0
0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0
2.29,134.42,25.73,17.0,7.47,58.81,8.0,1.0,9.0,7.0,0
4.91,742.43,30.81,37.0,41.25,151.24,10.0,2.0,19.0,11.0,0
12.5,3324.1,21.27,58.0,184.67,265.93,15.0,3.0,33.0,12.0,0
19.0,8216.37,22.76,92.0,456.46,432.44,22.0,6.0,54.0,13.0,0
5.4,349.52,11.99,17.0,19.42,64.73,10.0,3.0,11.0,5.0,0
21.84,28269.3,59.28,226.0,1570.52,1294.51,89.0,9.0,125.0,37.0,0
0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,0.0,0.0,0
2.0,69.74,17.43,11.0,3.87,34.87,4.0,1.0,6.0,5.0,0
5.25,331.36,12.02,19.0,18.41,63.12,10.0,1.0,12.0,4.0,0
6.67,609.18,13.71,24.0,33.84,91.38,15.0,2.0,14.0,6.0,0
4.38,822.6,42.98,46.0,45.7,188.02,13.0,1.0,25.0,12.0,0
23.18,14625.44,27.22,117.0,812.52,630.9,25.0,6.0,66.0,22.0,0
6.0,445.39,12.37,19.0,24.74,74.23,8.0,3.0,11.0,6.0,0
6.0,445.39,12.37,19.0,24.74,74.23,8.0,3.0,11.0,6.0,0
14.0,9889.51,50.46,131.0,549.42,706.39,30.0,8.0,75.0,28.0,0
11.45,5769.18,43.97,99.0,320.51,503.66,24.0,6.0,57.0,22.0,0
16.47,15152.09,55.85,163.0,841.78,919.95,36.0,10.0,93.0,34.0,0
5.95,924.18,26.1,38.0,51.34,155.32,10.0,1.0,21.0,10.0,0
8.5,1597.86,22.12,41.0,88.77,187.98,12.0,2.0,24.0,12.0,0
37.34,65822.89,47.21,283.0,3656.83,1762.76,108.0,20.0,177.0,44.0,0
6.0,1063.19,29.53,41.0,59.07,177.2,17.0,2.0,23.0,12.0,0
6.0,1063.19,29.53,41.0,59.07,177.2,17.0,2.0,23.0,12.0,0
14.0,9889.51,50.46,131.0,549.42,706.39,30.0,8.0,75.0,28.0,0
4.38,196.76,10.28,13.0,10.93,44.97,24.0,2.0,8.0,4.0,0
8.0,1673.72,26.15,44.0,92.98,209.22,13.0,3.0,24.0,15.0,0
7.0,1373.39,28.03,48.0,76.3,196.2,11.0,1.0,28.0,10.0,0
14.67,6764.97,31.45,94.0,375.83,461.25,29.0,5.0,50.0,18.0,0
5.83,350.0,10.29,20.0,19.44,60.0,9.0,1.0,13.0,3.0,0
9.33,1312.42,15.07,38.0,72.91,140.62,16.0,2.0,22.0,6.0,0
0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,0
18.64,12767.18,36.75,141.0,709.29,684.98,35.0,4.0,80.0,18.0,0
15.57,24638.11,101.66,275.0,1368.78,1582.59,32.0,2.0,138.0,44.0,0
0.0,0.0,0.0,0.0,0.0,0.0,29.0,8.0,0.0,0.0,0
10.89,3212.22,27.09,59.0,178.46,295.0,17.0,3.0,31.0,18.0,0
40.95,75190.73,44.84,364.0,4177.26,1836.16,70.0,3.0,238.0,20.0,0
6.0,1427.3,39.65,56.0,79.29,237.88,9.0,1.0,30.0,13.0,0
15.68,10095.41,41.09,130.0,560.86,644.05,31.0,4.0,73.0,20.0,0
6.07,1515.02,41.16,56.0,84.17,249.73,10.0,1.0,30.0,15.0,0
4.96,779.32,31.7,37.0,43.3,157.17,8.0,1.0,20.0,12.0,0
7.38,3228.91,59.28,86.0,179.38,437.52,19.0,3.0,45.0,25.0,0
0.0,0.0,0.0,0.0,0.0,0.0,40.0,9.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,47.0,8.0,0.0,0.0,0
15.32,12559.06,53.5,153.0,697.73,819.71,57.0,12.0,87.0,28.0,0
0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0
